tile,cluster,zone,area_m2,n_pts,n_ground,n_class1,n_reclaim,ground_per_m2,class1_per_m2,reclaim_per_m2,med_inten_ground,med_inten_reclaim,med_absang_ground,med_absang_reclaim,planar_ground,planar_ground_n,planar_reclaim,planar_reclaim_n
621594,16,far,4200.25,13094,10958,2136,86,2.6088923278376286,0.5085411582643891,0.02047497172787334,24272.0,20328.0,2.5260000000000002,2.7960000000000003,0.020424542782222943,1500,0.09977183540385681,86
621594,17,floor,98.25,220,154,66,1,1.5674300254452926,0.6717557251908397,0.010178117048346057,23888.0,6800.0,0.279,0.906,0.06416017260409035,154,0.06034435535320881,1
621594,17,ring,687.5,2104,1677,427,15,2.4392727272727273,0.6210909090909091,0.02181818181818182,21760.0,19424.0,0.40800000000000003,0.8220000000000001,0.02633004716520304,1500,0.16933683509546427,15
621594,17,far,7647.0,20912,18142,2770,77,2.3724336341048775,0.36223355564273574,0.010069308225447889,22960.0,21424.0,0.7020000000000001,0.612,0.0190811456513984,1500,0.13794883584199624,77
621594,18,floor,26.25,99,59,40,10,2.2476190476190476,1.5238095238095237,0.38095238095238093,28864.0,27216.0,2.484,2.598,0.13349303744053032,59,0.22496024300809836,10
621594,18,ring,312.0,1011,794,217,6,2.5448717948717947,0.6955128205128205,0.019230769230769232,27968.0,14088.0,2.5140000000000002,2.526,0.023543794033997756,794,0.24254922613758367,6
621594,18,far,4175.75,12246,10017,2229,82,2.398850505897144,0.5337963240136503,0.019637190923786147,23312.0,19936.0,2.436,2.814,0.02103905613304846,1500,0.13308136537753512,82
621594,19,floor,36.0,86,77,9,0,2.138888888888889,0.25,0.0,7216.0,,3.2520000000000002,,0.023932426166140885,77,,0
621594,19,ring,328.5,1013,730,283,6,2.2222222222222223,0.8614916286149162,0.0182648401826484,28928.0,10096.0,3.234,3.144,0.029613681068127562,730,0.16525598766872918,6
621594,19,far,4227.5,12212,9874,2338,72,2.335659373151981,0.5530455351862803,0.017031342400946187,22480.0,15712.0,3.186,3.7590000000000003,0.02212088302874804,1500,0.12837515137610467,72
