tile,cluster,pit,area_m2,floor_px,n_ground_in_floor,n_reclaim_in_floor,depth_A_m,depth_B_m,d_depth_m,dz_floor_med,dz_floor_min,dz_ring_med
621594,65,83,31.372948115909246,126,62,9,0.9186851362364337,0.9165184340192809,-0.0021667022171527606,0.0,-0.2920361436985104,0.0
621594,66,82,44.27610361346531,179,134,0,1.2209860501685625,1.221197729798405,0.0002116796298423651,0.0,-0.020467511958997875,0.0
621594,67,58,15.28985739140472,58,41,2,0.946142386389738,0.9437622768843426,-0.002380109505395467,0.0,-0.08478037480301737,0.0
621594,67,59,43.85626712605851,175,94,10,1.6308240297384486,1.6307758221317386,-4.820760671009339e-05,0.0,-0.1275707338843972,0.0
621594,67,60,17.45969499125945,70,81,2,0.7026121645301941,0.7114529378801535,0.008840773349959363,0.0,-0.033143830032031474,0.0
621594,68,92,28.792805743225077,119,54,9,1.1332911443221292,1.1338831762485597,0.0005920319264305363,-0.0006894864422406499,-0.30874169693254316,0.0
621594,69,61,43.49799774762564,175,98,3,0.5455675265612854,0.5472590607370762,0.0016915341757908209,0.0,-0.05524334255113672,0.0
621594,70,62,37.81185613273602,154,110,3,0.4371284198587091,0.4262421061378632,-0.01088631372084592,0.0,-0.10199328794175244,0.0
621594,71,63,36.921563468741205,144,81,6,0.6355627765927352,0.6572226335531468,0.021659856960411616,0.0,-0.11259678611503432,0.0
621594,72,64,39.1571057818987,156,92,10,0.9765647168160285,0.9806002140345527,0.004035497218524142,-0.00020417867497712905,-0.1398170865509769,0.0
621594,73,68,27.098030640660536,111,79,6,0.717637041003286,0.7135966996597176,-0.004040341343568343,0.0,-0.10656277922333857,0.0
621594,74,69,42.1744629075181,165,143,5,1.1724614516651855,1.168647986256758,-0.003813465408427419,0.0,-0.06972929430207842,0.0
621594,74,70,43.499185363061486,176,81,9,0.5971450051391116,0.6489589467336714,0.051813941594559765,-1.8388846001471393e-11,-0.12446805365510727,0.0
621594,75,67,37.43627512786392,152,65,5,0.4491195900889693,0.4549475694823286,0.005827979393359328,0.0,-0.1741667035618093,0.0
621594,76,71,71.37893557173456,287,152,17,2.0790195406152634,2.0785129847325265,-0.0005065558827368477,0.0,-0.2656780231170046,0.0
621594,77,72,30.328346304939195,121,52,6,0.5679803304865914,0.5599523602055001,-0.008027970281091257,0.0,-0.35638567945295563,0.0
621594,78,73,41.95400666896723,168,75,3,0.27612264606710824,0.2748772080324784,-0.0012454380346298422,0.0,-0.09285922462629514,0.0
621594,79,75,33.64499542094073,135,72,7,1.1737959983610153,1.1777379890237398,0.003941990662724493,0.0,-0.14403895633057573,0.0
621594,80,79,23.31001916148733,96,37,11,1.0387826284693915,1.1221716864911855,0.08338905802179397,-0.0009437743089790729,-0.40493601393990275,0.0
621594,81,27,23.345013188752002,96,38,3,0.6437816723799301,0.6583013474578365,0.014519675077906413,0.0,-0.12175733476925643,0.0
621594,82,28,40.981478456277706,162,50,10,1.050129460006417,1.0506204882371435,0.0004910282307264424,-5.684341886080802e-14,-0.22154546220821203,0.0
621594,83,29,30.1607113435963,124,62,3,0.8470289698955753,0.8485838613185024,0.001554891422927085,0.0,-0.0866195199130857,0.0
621594,84,78,18.312200728868078,74,29,2,0.43631042374408935,0.45869670658856876,0.02238628284447941,-5.684341886080802e-14,-0.12475307915514122,0.0
621594,85,30,65.6574932149178,260,154,0,0.34405291845803276,0.33054788440620086,-0.013505034051831899,0.0,-0.03323833818518551,0.0
621594,85,80,39.948126886079216,160,103,1,0.36646445335202316,0.372450370690558,0.0059859173385348186,0.0,-0.044925922807692587,0.0
616591,0,40,44.778136967053555,181,89,1,0.9496822463656827,0.9537487243799774,0.0040664780142947166,-5.684341886080802e-14,-0.1750395995424583,0.0
616591,1,39,40.045698016680845,160,60,23,1.3827299575334564,1.3795708201956245,-0.0031591373378319076,-0.018205219901659575,-0.33143017300017164,0.0
616591,2,0,45.84572416726386,186,98,1,0.3970933486152717,0.3970542741935219,-3.9074421749774046e-05,0.0,-0.03867462861137483,0.0
616591,3,1,48.80091113957354,199,101,12,1.0624744572116924,1.0632264532350746,0.0007519960233821621,0.0,-0.14901438122149102,0.0
616591,4,4,35.99302057276872,146,90,13,0.8797368981046816,0.8765850871281486,-0.0031518109765329427,0.0,-0.1459198658055243,0.0
616591,5,2,31.772991721309644,129,65,0,0.5291839058547225,0.5294376028857641,0.0002536970310416109,0.0,-0.004696103910987404,0.0
