pit_bottom_elev_m,rim_mean_elev_m,rim_max_elev_m,depth_from_rim_mean_m,depth_from_rim_max_m,rim_radius_m,effective_radius_m,diameter_m,aspect_ratio,rim_symmetry_std_m,volume_approx_m3,lrm5_depth_m,lrm11_depth_m,slope_inner_deg,original_index,tile,notes,max_zscore,mean_zscore,mahalanobis,iso_anomaly_score,anomaly_rank,PC1_depth_volume,PC2_size_vs_slope,PC3_rim_asymmetry,z_depth_from_rim_mean_m,z_depth_from_rim_max_m,z_rim_radius_m,z_effective_radius_m,z_diameter_m,z_aspect_ratio,z_rim_symmetry_std_m,z_volume_approx_m3,z_lrm5_depth_m,z_lrm11_depth_m,z_slope_inner_deg,anomaly_reason,anomaly_reason_zscore
411.7048,412.8136,414.8384,1.1088,3.1336,7.0000,6.0000,14.0000,0.0792,1.1021,56.8968,-0.0596,-0.4872,3.1146,480,dem_9t_1m,,2.4865,1.1890,4.6000,0.5074,57,2.9559,2.6314,0.2819,1.1597,2.4865,1.0048,1.4317,1.0048,0.4904,1.4928,1.7914,0.8936,-0.1285,-1.1950,depth_from_rim_max_m,2.4865
558.8906,559.1610,560.2028,0.2704,1.3122,7.0000,5.3852,14.0000,0.0193,0.9365,13.8773,0.0565,0.1092,9.4252,604,dem_mk5_1m,,1.9356,0.9831,4.5904,0.5002,58,-1.7757,2.5920,1.5485,-1.2497,-0.2396,1.0048,-0.3664,1.0048,-1.3743,1.0618,-0.6889,1.7967,1.9356,0.0921,lrm11_depth_m,1.9356
517.5021,517.8420,519.4335,0.3400,1.9315,7.0000,6.0828,14.0000,0.0243,1.2065,17.4446,0.0663,0.1429,9.4993,641,dem_mk5_1m,,2.0524,1.1746,4.5696,0.5359,59,-0.8078,3.6149,1.4457,-1.0497,0.6873,1.0048,1.6739,1.0048,-1.2186,1.7646,-0.4832,1.8730,2.0522,0.1072,lrm11_depth_m,2.0522
408.6466,409.0518,410.5289,0.4052,1.8823,7.0000,5.5210,14.0000,0.0289,0.9294,20.7894,0.0074,-0.0170,14.3021,218,dem_9t_1m,,1.4988,0.9023,4.5461,0.4712,60,-0.5618,2.1244,1.8241,-0.8623,0.6136,1.0048,0.0308,1.0048,-1.0754,1.0433,-0.2904,1.4148,1.4988,1.0868,lrm11_depth_m,1.4988
417.7404,418.0414,419.9505,0.3010,2.2102,4.0000,5.0000,8.0000,0.0376,1.1772,5.0437,-0.1588,-0.1527,17.8013,533,dem_9t_1m,,1.8005,1.1526,4.5273,0.5532,61,-1.4300,-0.8932,3.5986,-1.1618,1.1044,-1.1392,-1.4929,-1.1392,-0.8046,1.6883,-1.1982,0.1219,1.0292,1.8005,slope_inner_deg,1.8005
485.6357,487.2003,487.5709,1.5646,1.9352,7.0000,5.8310,14.0000,0.1118,0.3051,80.2857,-0.3192,-1.0227,15.4102,515,dem_9t_1m,,3.1399,1.4324,4.5191,0.5461,62,4.8167,-0.8139,-1.4994,2.4695,0.6928,1.0048,0.9375,1.0048,1.5053,-0.5819,3.1399,-1.1258,-1.9819,1.3128,volume_approx_m3,3.1399
414.8961,416.0321,418.1778,1.1360,3.2817,6.5000,5.3852,13.0000,0.0874,1.5299,50.2607,-0.4284,-0.8449,16.8324,244,dem_9t_1m,,2.7081,1.3920,4.4914,0.5742,63,4.3681,-0.5244,2.6822,1.2378,2.7081,0.6475,-0.3664,0.6475,0.7457,2.6065,1.4088,-1.9753,-1.3665,1.6029,depth_from_rim_max_m,2.7081
399.8871,399.9403,401.2425,0.0532,1.3554,7.0000,5.3852,14.0000,0.0038,1.1732,2.7294,0.0598,0.2307,4.9707,190,dem_9t_1m,,2.3563,1.2987,4.4614,0.5617,64,-2.6163,3.3721,1.9700,-1.8739,-0.1750,1.0048,-0.3664,1.0048,-1.8568,1.6779,-1.3316,1.8224,2.3561,-0.8164,lrm11_depth_m,2.3561
411.2856,412.5433,413.1375,1.2577,1.8518,7.0000,5.6569,14.0000,0.0898,0.6392,64.5355,-0.2798,-0.9093,13.1214,34,dem_9t_1m,,2.2318,1.0172,4.4180,0.4699,65,3.6104,-0.1612,-0.5260,1.5876,0.5680,1.0048,0.4283,1.0048,0.8204,0.2878,2.2318,-0.8193,-1.5894,0.8460,volume_approx_m3,2.2318
431.0882,431.7921,433.6466,0.7039,2.5585,7.0000,5.5210,14.0000,0.0503,1.4293,36.1184,-0.3349,-0.5458,15.1953,57,dem_9t_1m,,2.3446,0.8969,4.4144,0.4993,66,2.3456,0.8089,2.4351,-0.0039,1.6257,1.0048,0.0308,1.0048,-0.4092,2.3446,0.5934,-1.2479,-0.3313,1.2690,rim_symmetry_std_m,2.3446
458.2808,459.5600,461.1547,1.2792,2.8739,7.0000,5.3852,14.0000,0.0914,1.2409,65.6379,-0.2625,-0.8822,11.8518,509,dem_9t_1m,,2.2954,1.2645,4.3584,0.5079,67,4.3079,0.3111,1.3166,1.6493,2.0978,1.0048,-0.3664,1.0048,0.8702,1.8541,2.2954,-0.6847,-1.4956,0.5871,volume_approx_m3,2.2954
517.1874,518.7596,520.2311,1.5722,3.0437,5.0000,5.0990,10.0000,0.1572,1.0316,41.1602,-0.4888,-1.2325,20.2338,578,dem_mk5_1m,,2.9193,1.7689,4.3440,0.6548,68,5.0077,-3.7737,1.6663,2.4914,2.3519,-0.4245,-1.2034,-0.4245,2.9186,1.3093,0.8841,-2.4451,-2.7080,2.2966,aspect_ratio,2.9186
430.7402,432.0974,434.0065,1.3572,3.2663,7.0000,6.0000,14.0000,0.0969,1.3805,69.6420,-0.1737,-0.5916,8.8655,56,dem_9t_1m,,2.6851,1.3004,4.3041,0.5396,69,4.4888,1.7924,0.9238,1.8735,2.6851,1.0048,1.4317,1.0048,1.0415,2.2175,2.5262,0.0060,-0.4899,-0.0220,depth_from_rim_max_m,2.6851
445.7343,446.5757,448.2294,0.8414,2.4951,7.0000,6.3246,14.0000,0.0601,1.0992,43.1745,-0.0411,-0.2251,2.8842,365,dem_9t_1m,,2.3811,1.0873,4.2530,0.5069,70,1.5556,3.3506,-0.0197,0.3912,1.5308,1.0048,2.3811,1.0048,-0.1042,1.4853,1.0003,1.0375,0.7786,-1.2419,effective_radius_m,2.3811
426.1351,427.5322,428.6227,1.3972,2.4876,7.0000,5.7439,14.0000,0.0998,1.0997,71.6918,-0.2787,-0.8116,17.7317,255,dem_9t_1m,,2.6444,1.3919,4.2205,0.5337,71,4.7037,0.0002,0.7791,1.9885,1.5196,1.0048,0.6827,1.0048,1.1317,1.4866,2.6444,-0.8108,-1.2513,1.7863,volume_approx_m3,2.6444
477.0452,477.5713,479.5414,0.5261,2.4962,7.0000,5.8310,14.0000,0.0376,1.6547,26.9952,-0.0681,-0.1545,3.0878,593,dem_mk5_1m,,2.9313,1.0772,4.2195,0.4809,72,0.5998,3.4246,1.9451,-0.5149,1.5325,1.0048,0.9375,1.0048,-0.8046,2.9313,0.0674,0.8275,1.0229,-1.2004,rim_symmetry_std_m,2.9313
477.5468,478.7848,479.0157,1.2380,1.4690,7.0000,5.7439,14.0000,0.0884,0.1592,63.5254,-0.3095,-0.9195,13.9075,522,dem_9t_1m,,2.1736,1.0748,4.2138,0.4899,73,3.2318,-0.6030,-1.5842,1.5310,-0.0050,1.0048,0.6827,1.0048,0.7768,-0.9617,2.1736,-1.0503,-1.6247,1.0063,volume_approx_m3,2.1736
467.0087,468.2072,468.7646,1.1985,1.7559,5.0000,5.3852,10.0000,0.1199,0.3883,31.3779,-0.5414,-0.9920,21.9462,64,dem_9t_1m,,2.8544,1.1704,4.1855,0.5342,74,2.9173,-3.7585,0.2134,1.4174,0.4244,-0.4245,-0.3664,-0.4245,1.7575,-0.3653,0.3201,-2.8543,-1.8756,2.6459,lrm5_depth_m,-2.8543
523.9162,524.0970,526.4427,0.1808,2.5266,7.0000,5.0990,14.0000,0.0129,1.6085,9.2798,-0.1018,-0.0092,6.0705,650,dem_mk5_1m,,2.8111,1.3017,4.1849,0.5278,75,-0.8390,2.7300,3.5187,-1.5072,1.5780,1.0048,-1.2034,1.0048,-1.5735,2.8111,-0.9539,0.5653,1.5258,-0.5921,rim_symmetry_std_m,2.8111
546.8680,547.7869,549.2739,0.9189,2.4059,4.5000,5.0495,9.0000,0.1021,0.7361,19.4869,-0.2865,-0.7087,16.9612,681,dem_mk5_1m,,1.6292,0.9480,4.1844,0.5013,76,1.2988,-2.4397,1.7203,0.6139,1.3973,-0.7818,-1.3482,-0.7818,1.2033,0.5401,-0.3654,-0.8714,-0.8951,1.6292,slope_inner_deg,1.6292
401.0568,401.9229,402.1561,0.8661,1.0992,3.5000,5.0000,7.0000,0.1237,0.2027,11.1107,-0.3973,-0.6493,15.3939,246,dem_9t_1m,,1.8768,1.1648,4.1735,0.5079,77,-0.0530,-4.0909,0.1325,0.4622,-0.5584,-1.4965,-1.4929,-1.4965,1.8758,-0.8484,-0.8484,-1.7333,-0.6896,1.3095,aspect_ratio,1.8758
475.7724,476.9598,477.2679,1.1874,1.4955,5.5000,6.0828,11.0000,0.1079,0.3904,37.6154,-0.0902,-0.7018,3.3612,45,dem_9t_1m,,1.6739,0.7568,4.1715,0.4951,78,1.4323,0.3124,-2.0567,1.3855,0.0347,-0.0672,1.6739,-0.0672,1.3839,-0.3598,0.6797,0.6556,-0.8713,-1.1447,effective_radius_m,1.6739
456.7004,458.3513,458.5880,1.6508,1.8875,5.5000,5.8310,11.0000,0.1501,0.1946,52.2951,-0.2974,-1.1344,12.0543,259,dem_9t_1m,,2.7174,1.2233,4.1207,0.5659,79,3.9866,-2.1531,-1.9954,2.7172,0.6214,-0.0672,0.9375,-0.0672,2.6976,-0.8695,1.5261,-0.9562,-2.3685,0.6284,depth_from_rim_mean_m,2.7172
420.1105,420.2901,421.1434,0.1795,1.0328,7.0000,5.0000,14.0000,0.0128,0.7898,9.2124,-0.0707,-0.0594,3.3727,463,dem_9t_1m,,1.5759,1.1079,4.1195,0.4938,80,-2.2216,2.0312,1.1554,-1.5109,-0.6578,1.0048,-1.4929,1.0048,-1.5766,0.6799,-0.9578,0.8073,1.3521,-1.1423,aspect_ratio,-1.5766
483.5341,485.0515,485.3699,1.5175,1.8358,6.5000,5.8310,13.0000,0.1167,0.1391,67.1385,-0.4371,-1.1025,19.4038,118,dem_9t_1m,,2.3819,1.5085,4.0850,0.5961,81,4.6412,-2.0567,-1.4666,2.3342,0.5440,0.6475,0.9375,0.6475,1.6578,-1.0140,2.3819,-2.0429,-2.2581,2.1273,volume_approx_m3,2.3819
448.3508,449.8368,450.8350,1.4860,2.4841,5.5000,5.0990,11.0000,0.1351,0.6477,47.0719,-0.5518,-1.2217,21.1292,410,dem_9t_1m,,2.9349,1.5405,4.0848,0.6228,82,4.6437,-3.7961,0.8534,2.2436,1.5144,-0.0672,-1.2034,-0.0672,2.2306,0.3100,1.2250,-2.9352,-2.6706,2.4792,lrm5_depth_m,-2.9352
566.1187,566.2610,568.1526,0.1423,2.0339,7.0000,5.0990,14.0000,0.0102,1.2679,7.3004,0.0029,0.0847,7.0963,560,dem_mk5_1m,,1.9245,1.2669,4.0580,0.5296,83,-1.6872,2.7533,2.8355,-1.6178,0.8405,1.0048,-1.2034,1.0048,-1.6576,1.9244,-1.0681,1.3798,1.8508,-0.3829,rim_symmetry_std_m,1.9244
502.2754,502.2889,502.4891,0.0135,0.2137,2.5000,5.0990,5.0000,0.0027,0.1215,0.0885,-0.0009,0.0412,3.8782,279,dem_9t_1m,,2.2111,1.6383,4.0429,0.5542,84,-5.4272,-0.6334,0.0744,-1.9880,-1.8838,-2.2111,-1.2034,-2.2111,-1.8910,-1.0598,-1.4839,1.3502,1.7003,-1.0392,rim_radius_m,-2.2111
424.2006,425.2156,425.6042,1.0150,1.4036,4.0000,5.3852,8.0000,0.1269,0.2333,17.0072,-0.2792,-0.7616,15.4272,338,dem_9t_1m,,1.9748,0.9181,4.0316,0.4732,85,0.7647,-3.1345,-0.3877,0.8901,-0.1028,-1.1392,-0.3664,-1.1392,1.9754,-0.7688,-0.5084,-0.8146,-1.0782,1.3163,aspect_ratio,1.9754
566.5390,566.6646,568.3925,0.1256,1.8535,7.0000,5.0990,14.0000,0.0090,1.2225,6.4454,-0.0437,0.0637,10.8774,561,dem_mk5_1m,,1.8061,1.2048,4.0095,0.5181,86,-1.6149,2.2675,2.9462,-1.6658,0.5705,1.0048,-1.2034,1.0048,-1.6949,1.8063,-1.1173,1.0173,1.7781,0.3883,rim_symmetry_std_m,1.8063
546.2200,546.6249,547.7011,0.4049,1.4811,7.0000,6.0000,14.0000,0.0289,0.8862,20.7769,-0.0465,0.0062,3.7070,544,dem_mk5_1m,,1.5792,0.9330,4.0032,0.4483,87,-0.8699,3.1447,0.1595,-0.8632,0.0131,1.0048,1.4317,1.0048,-1.0754,0.9308,-0.2911,0.9955,1.5791,-1.0741,lrm11_depth_m,1.5791
453.8769,455.1063,456.9156,1.2294,3.0388,7.0000,5.6569,14.0000,0.0878,1.0152,63.0838,-0.2984,-0.8443,11.7612,0,dem_9t_1m,,2.3445,1.2145,3.9980,0.5048,88,4.2764,0.4519,0.7799,1.5062,2.3446,1.0048,0.4283,1.0048,0.7582,1.2666,2.1481,-0.9640,-1.3644,0.5686,depth_from_rim_max_m,2.3446
568.9125,569.8038,572.0036,0.8912,3.0911,7.0000,5.9155,14.0000,0.0637,1.5249,45.7317,-0.0274,-0.2440,5.0323,556,dem_mk5_1m,,2.5935,1.1418,3.9932,0.5193,89,2.1334,3.1549,1.6394,0.5343,2.4229,1.0048,1.1846,1.0048,0.0079,2.5934,1.1477,1.1441,0.7132,-0.8038,rim_symmetry_std_m,2.5934
418.1027,418.8920,419.4560,0.7893,1.3533,3.5000,5.3852,7.0000,0.1128,0.3418,10.1254,-0.3694,-0.5489,14.8527,363,dem_9t_1m,,1.5352,0.8875,3.9688,0.4854,90,-0.0809,-3.2007,0.1590,0.2415,-0.1781,-1.4965,-0.3664,-1.4965,1.5364,-0.4863,-0.9052,-1.5163,-0.3421,1.1991,aspect_ratio,1.5364
493.6892,494.9904,495.4474,1.3013,1.7582,7.0000,5.8310,14.0000,0.0929,0.3740,66.7716,-0.2488,-0.9000,12.3073,156,dem_9t_1m,,2.3607,1.0532,3.9596,0.4707,91,3.5415,-0.0497,-1.3480,1.7129,0.4279,1.0048,0.9375,1.0048,0.9169,-0.4025,2.3607,-0.5782,-1.5572,0.6800,volume_approx_m3,2.3607
492.7733,494.0114,494.6044,1.2380,1.8311,7.0000,5.6569,14.0000,0.0884,0.3685,63.5270,-0.3942,-0.9394,14.9716,91,dem_9t_1m,,2.1737,1.1364,3.9570,0.4914,92,3.7216,-0.8276,-0.8348,1.5310,0.5370,1.0048,0.4283,1.0048,0.7768,-0.4168,2.1737,-1.7092,-1.6936,1.2234,volume_approx_m3,2.1737
445.9937,446.7325,446.9125,0.7387,0.9188,3.5000,5.0000,7.0000,0.1055,0.1592,9.4767,-0.2968,-0.4879,15.3287,265,dem_9t_1m,,1.4965,1.0004,3.9519,0.4867,93,-0.9452,-3.4825,0.2132,0.0961,-0.8285,-1.4965,-1.4929,-1.4965,1.3092,-0.9617,-0.9426,-0.9516,-0.1309,1.2962,rim_radius_m,-1.4965
399.2753,400.6711,402.1171,1.3959,2.8418,7.0000,5.8310,14.0000,0.0997,0.9128,71.6260,-0.3576,-0.9568,15.4088,361,dem_9t_1m,,2.6406,1.4765,3.9437,0.5406,94,5.0950,-0.1495,0.2888,1.9847,2.0497,1.0048,0.9375,1.0048,1.1286,1.0001,2.6406,-1.4245,-1.7538,1.3125,volume_approx_m3,2.6406
480.0096,481.2620,481.8364,1.2523,1.8268,6.0000,5.6569,12.0000,0.1044,0.2433,47.2125,-0.4471,-0.9584,19.6906,137,dem_9t_1m,,2.1858,1.1297,3.9278,0.5131,95,3.3645,-2.2753,-0.6088,1.5720,0.5306,0.2901,0.4283,0.2901,1.2749,-0.7428,1.2331,-2.1207,-1.7593,2.1858,slope_inner_deg,2.1858
469.3127,470.2198,470.4416,0.9071,1.1288,4.0000,5.0990,8.0000,0.1134,0.1410,15.1987,-0.5581,-0.7968,17.7747,673,dem_mk5_1m,,2.9845,1.2484,3.9075,0.5029,96,0.7856,-4.4035,-0.0230,0.5800,-0.5141,-1.1392,-1.2034,-1.1392,1.5551,-1.0091,-0.6127,-2.9842,-1.2001,1.7951,lrm5_depth_m,-2.9842
498.3552,498.8098,499.0696,0.4546,0.7144,3.0000,5.0000,6.0000,0.0758,0.2103,4.2847,-0.2818,-0.3513,10.6379,165,dem_9t_1m,,1.8538,1.0023,3.8857,0.4898,97,-2.3405,-2.8747,0.2743,-0.7203,-1.1344,-1.8538,-1.4929,-1.8538,0.3846,-0.8287,-1.2419,-0.8349,0.3418,0.3395,rim_radius_m,-1.8538
594.5227,595.7516,598.0635,1.2289,3.5408,7.0000,5.7439,14.0000,0.0878,1.4864,63.0604,-0.2188,-0.6802,10.6766,566,dem_mk5_1m,,3.0960,1.2891,3.8664,0.5258,98,4.4370,1.4123,1.7902,1.5048,3.0959,1.0048,0.6827,1.0048,0.7582,2.4932,2.1468,-0.3448,-0.7965,0.3474,depth_from_rim_max_m,3.0959
548.5698,548.6859,549.9073,0.1160,1.3375,7.0000,5.0990,14.0000,0.0083,0.8736,5.9537,-0.0684,0.0371,3.7390,571,dem_mk5_1m,,1.7171,1.1316,3.8422,0.5029,99,-2.2732,2.3660,1.5230,-1.6934,-0.2018,1.0048,-1.2034,1.0048,-1.7167,0.8980,-1.1457,0.8251,1.6861,-1.0676,aspect_ratio,-1.7167
474.5045,475.6154,476.6985,1.1108,2.1940,7.0000,5.6569,14.0000,0.0793,0.8469,57.0002,-0.3334,-0.8142,16.9763,414,dem_9t_1m,,1.7974,1.0849,3.8378,0.4853,100,3.5670,-0.1940,0.5542,1.1654,1.0802,1.0048,0.4283,1.0048,0.4936,0.8285,1.7974,-1.2363,-1.2603,1.6322,volume_approx_m3,1.7974
567.2759,567.4660,569.3359,0.1901,2.0601,7.0000,5.0990,14.0000,0.0136,1.4458,9.7558,-0.0438,-0.0309,3.8024,545,dem_mk5_1m,,2.3876,1.2692,3.8365,0.5103,101,-1.3127,2.8385,2.7667,-1.4805,0.8797,1.0048,-1.2034,1.0048,-1.5517,2.3875,-0.9265,1.0165,1.4507,-1.0547,rim_symmetry_std_m,2.3875
397.7628,398.5256,399.8382,0.7628,2.0754,7.0000,5.0990,14.0000,0.0545,0.6572,39.1391,-0.2544,-0.5340,11.1553,364,dem_9t_1m,,1.2033,0.6381,3.8244,0.4433,102,1.3574,0.2630,1.0176,0.1653,0.9026,1.0048,-1.2034,1.0048,-0.2785,0.3347,0.7676,-0.6217,-0.2905,0.4450,effective_radius_m,-1.2034
478.3653,479.7776,480.1160,1.4123,1.7507,5.0000,5.8310,10.0000,0.1412,0.3066,36.9729,-0.3269,-1.0658,16.0672,49,dem_9t_1m,,2.4214,1.1492,3.8221,0.5329,103,3.1599,-2.6228,-1.2503,2.0318,0.4167,-0.4245,0.9375,-0.4245,2.4205,-0.5780,0.6427,-1.1857,-2.1311,1.4468,aspect_ratio,2.4205
488.6759,489.6191,490.0450,0.9432,1.3690,6.5000,5.3852,13.0000,0.0726,0.2420,41.7313,-0.4171,-0.7554,12.9985,469,dem_9t_1m,,1.8872,0.7465,3.8048,0.4577,104,1.8136,-1.1939,-0.5985,0.6838,-0.1546,0.6475,-0.3664,0.6475,0.2850,-0.7461,0.9170,-1.8874,-1.0568,0.8209,lrm5_depth_m,-1.8874
521.4254,521.8569,524.0606,0.4315,2.6352,7.0000,5.8310,14.0000,0.0308,1.2645,22.1392,-0.0287,-0.1190,3.7840,618,dem_mk5_1m,,1.9157,1.0870,3.7865,0.4737,105,0.0876,3.3704,1.5477,-0.7867,1.7405,1.0048,0.9375,1.0048,-1.0163,1.9156,-0.2125,1.1340,1.1458,-1.0584,rim_symmetry_std_m,1.9156
418.2847,419.2811,420.3622,0.9964,2.0775,7.0000,5.8310,14.0000,0.0712,1.0833,51.1263,-0.1231,-0.5908,6.1170,38,dem_9t_1m,,1.4587,0.8456,3.7816,0.4345,106,2.2922,1.8202,0.1195,0.8367,0.9058,1.0048,0.9375,1.0048,0.2414,1.4439,1.4587,0.3996,-0.4871,-0.5826,volume_approx_m3,1.4587
467.1467,468.6298,470.0567,1.4831,2.9100,7.0000,5.7439,14.0000,0.1059,1.2016,76.0999,-0.2694,-0.8004,17.0372,529,dem_9t_1m,,2.8986,1.5134,3.7801,0.5514,107,5.1981,0.1728,1.0588,2.2353,2.1518,1.0048,0.6827,1.0048,1.3216,1.7518,2.8986,-0.7384,-1.2125,1.6447,volume_approx_m3,2.8986
546.4990,547.0719,548.6881,0.5729,2.1891,7.0000,6.0000,14.0000,0.0409,1.3949,29.3958,-0.0204,-0.1290,2.8367,686,dem_mk5_1m,,2.2550,1.0562,3.7680,0.4815,108,0.3901,3.5110,1.0628,-0.3804,1.0728,1.0048,1.4317,1.0048,-0.7019,2.2550,0.2058,1.1985,1.1112,-1.2516,rim_symmetry_std_m,2.2550
414.8270,415.2378,415.3987,0.4108,0.5717,3.0000,5.0000,6.0000,0.0685,0.0864,3.8717,-0.2166,-0.3073,8.3766,454,dem_9t_1m,,1.8538,0.9919,3.7678,0.4918,109,-2.8762,-2.4974,-0.1055,-0.8462,-1.3480,-1.8538,-1.4929,-1.8538,0.1573,-1.1512,-1.2657,-0.3277,0.4941,-0.1217,rim_radius_m,-1.8538
388.7244,388.9782,389.7111,0.2538,0.9867,7.0000,5.0990,14.0000,0.0181,0.7057,13.0223,-0.1687,-0.1546,6.5985,232,dem_9t_1m,,1.4108,0.8544,3.7568,0.4687,110,-1.5935,1.4002,0.9660,-1.2974,-0.7268,1.0048,-1.2034,1.0048,-1.4116,0.4609,-0.7382,0.0449,1.0226,-0.4844,aspect_ratio,-1.4116
471.1240,472.2633,472.4605,1.1393,1.3366,4.0000,5.0990,8.0000,0.1424,0.2205,19.0899,-0.4473,-0.8607,18.3973,300,dem_9t_1m,,2.4585,1.2770,3.7546,0.5136,111,1.4871,-4.4525,-0.0576,1.2473,-0.2031,-1.1392,-1.2034,-1.1392,2.4579,-0.8021,-0.3883,-2.1223,-1.4212,1.9221,aspect_ratio,2.4579
490.1518,491.3161,492.4325,1.1643,2.2807,5.0000,5.0990,10.0000,0.1164,0.6115,30.4823,-0.4813,-0.9476,18.3774,399,dem_9t_1m,,2.3865,1.1584,3.7520,0.5127,112,2.7933,-3.2791,1.0455,1.3192,1.2099,-0.4245,-1.2034,-0.4245,1.6485,0.2157,0.2685,-2.3868,-1.7220,1.9180,lrm5_depth_m,-2.3868
471.5875,472.8107,472.9972,1.2231,1.4096,7.0000,5.8310,14.0000,0.0874,0.1519,62.7628,-0.2944,-0.7743,12.5256,519,dem_9t_1m,,2.1296,1.0149,3.7439,0.4753,113,2.9317,-0.2459,-1.7119,1.4881,-0.0939,1.0048,0.9375,1.0048,0.7457,-0.9807,2.1296,-0.9329,-1.1222,0.7245,volume_approx_m3,2.1296
537.4768,538.0944,540.0057,0.6176,2.5289,7.0000,5.8310,14.0000,0.0441,1.1205,31.6883,-0.0244,-0.1161,10.2076,553,dem_mk5_1m,,1.5814,0.8942,3.7422,0.4584,114,0.7415,2.6502,1.5246,-0.2519,1.5814,1.0048,0.9375,1.0048,-0.6022,1.5407,0.3380,1.1674,1.1558,0.2517,depth_from_rim_max_m,1.5814
390.8528,391.4077,392.2759,0.5550,1.4231,5.0000,5.6569,10.0000,0.0555,0.8625,14.5289,-0.1803,-0.4207,8.0304,537,dem_9t_1m,,0.8690,0.3536,3.7185,0.4378,115,-0.5907,0.1713,0.5189,-0.4318,-0.0737,-0.4245,0.4283,-0.4245,-0.2474,0.8691,-0.6513,-0.0453,0.1016,-0.1923,rim_symmetry_std_m,0.8691
422.8890,423.5517,424.4521,0.6627,1.5631,7.0000,6.2037,14.0000,0.0473,0.5968,34.0028,-0.0225,-0.1508,1.9758,30,dem_9t_1m,,2.0275,0.8264,3.7134,0.4634,116,0.0137,3.0356,-1.0707,-0.1223,0.1359,1.0048,2.0275,1.0048,-0.5026,0.1775,0.4715,1.1822,1.0358,-1.4272,effective_radius_m,2.0275
451.1126,452.0225,452.4819,0.9099,1.3693,6.0000,5.6569,12.0000,0.0758,0.2473,34.3040,-0.4102,-0.7634,16.1007,10,dem_9t_1m,,1.8341,0.7027,3.7047,0.4599,117,1.6806,-1.4737,-0.6231,0.5881,-0.1542,0.2901,0.4283,0.2901,0.3846,-0.7323,0.4888,-1.8337,-1.0845,1.4536,lrm5_depth_m,-1.8337
511.4667,511.7547,513.3777,0.2879,1.9110,7.0000,5.0990,14.0000,0.0206,1.2671,14.7746,-0.0902,-0.0161,7.4019,667,dem_mk5_1m,,1.9223,1.0401,3.7021,0.4879,118,-0.9884,2.2244,2.5645,-1.1994,0.6566,1.0048,-1.2034,1.0048,-1.3338,1.9224,-0.6371,0.6556,1.5019,-0.3205,rim_symmetry_std_m,1.9224
473.1094,473.8762,474.5316,0.7668,1.4222,6.5000,5.0990,13.0000,0.0590,0.7132,33.9284,-0.3475,-0.6469,12.7846,471,dem_9t_1m,,1.3462,0.6038,3.7009,0.4569,119,1.1428,-0.6926,0.8256,0.1768,-0.0750,0.6475,-1.2034,0.6475,-0.1384,0.4805,0.4672,-1.3459,-0.6812,0.7773,lrm5_depth_m,-1.3459
505.4014,506.3137,508.1767,0.9122,2.7752,7.0000,5.7439,14.0000,0.0652,0.9712,46.8090,-0.0951,-0.5075,5.8656,643,dem_mk5_1m,,1.9501,0.8275,3.6998,0.4361,120,2.1506,2.0409,0.5808,0.5947,1.9500,1.0048,0.6827,1.0048,0.0546,1.1521,1.2098,0.6174,-0.1988,-0.6339,depth_from_rim_max_m,1.9500
437.9883,438.9222,439.5856,0.9339,1.5973,7.0000,5.6569,14.0000,0.0667,0.7064,47.9209,-0.2734,-0.5201,9.4213,327,dem_9t_1m,,1.2739,0.5657,3.6890,0.4256,121,1.8725,0.7202,-0.1736,0.6570,0.1871,1.0048,0.4283,1.0048,0.1013,0.4628,1.2739,-0.7695,-0.2424,0.0913,volume_approx_m3,1.2739
432.8820,434.2484,435.0162,1.3665,2.1342,7.0000,5.6569,14.0000,0.0976,0.5586,70.1165,-0.2420,-0.8918,10.1844,362,dem_9t_1m,,2.5536,1.0295,3.6880,0.4854,122,3.8657,0.0976,-0.8259,1.9002,0.9907,1.0048,0.4283,1.0048,1.0632,0.0780,2.5536,-0.5253,-1.5288,0.2470,volume_approx_m3,2.5536
554.2954,554.4315,556.1679,0.1360,1.8725,7.0000,5.2421,14.0000,0.0097,1.3282,6.9810,-0.0199,0.0590,2.4412,634,dem_mk5_1m,,2.0813,1.2878,3.6799,0.5298,123,-1.7820,3.1638,2.3073,-1.6359,0.5990,1.0048,-0.7849,1.0048,-1.6731,2.0814,-1.0865,1.2024,1.7619,-1.3323,rim_symmetry_std_m,2.0814
446.3855,447.3188,447.6487,0.9333,1.2631,7.0000,6.2037,14.0000,0.0667,0.1109,47.8911,-0.0980,-0.4251,4.0610,3,dem_9t_1m,,2.0275,0.8317,3.6798,0.4687,124,1.0008,1.8214,-2.4040,0.6553,-0.3131,1.0048,2.0275,1.0048,0.1013,-1.0874,1.2722,0.5949,0.0864,-1.0019,effective_radius_m,2.0275
571.0923,571.4413,572.9495,0.3490,1.8572,7.0000,6.0414,14.0000,0.0249,1.1849,17.9081,0.0087,0.0512,5.4020,635,dem_mk5_1m,,1.7349,1.1286,3.6734,0.4915,125,-0.7675,3.5845,1.0395,-1.0238,0.5761,1.0048,1.5528,1.0048,-1.1999,1.7084,-0.4565,1.4249,1.7349,-0.7284,lrm11_depth_m,1.7349
