parent_road,length_m,class,faint_score,margin_sigma,n_transects,exlabel,P_road,split,opos_zcontrast,lrm25_zcontrast,tpi15_zcontrast,slope_zcontrast,relief10_zcontrast,oneg_zcontrast,incision_depth_m
36,46.18402722,bold,-5.844,4.258,9,unlabelled,0.931009233,train,-5.8435564,-1.5267123,-2.9374084,-1.3180461,-0.85120666,-2.4092953,0.9793738
36,46.02532738,bold,-6.156,4.571,9,unlabelled,0.960617363,train,-6.156482,-2.3439498,-2.9532466,-2.1227481,0.48846284,-2.1469376,0.80770767
36,46.089431,bold,-2.795,1.21,9,unlabelled,0.940540731,train,-2.7948313,-0.5909854,-0.25704187,-2.64972,-0.030180486,-1.9719208,0.5376587
36,46.17069222,bold,-1.697,0.112,9,unlabelled,0.891958594,test,-1.6968623,0.6836273,0.35149518,-2.3330262,0.25756392,-2.0374405,0.49096274
37,52.75145414,bold,-2.907,1.322,10,unlabelled,0.874313176,train,-2.9066896,-1.1731083,-0.96090055,-0.019125815,0.71839654,-1.4433389,0.664992
37,52.63293753,bold,-3.299,1.714,10,unlabelled,0.836205184,train,-3.2990437,-1.4513444,-0.95948356,-0.13416862,0.30404717,-1.3469212,0.6173951
37,52.78650923,faint,-1.563,-0.022,10,unlabelled,0.781238258,train,-1.5633264,-0.17062536,-0.23559994,0.15261362,0.25118524,-1.4096516,0.93685865
38,73.14757227,bold,-3.321,1.736,14,unlabelled,0.842314065,train,-3.321282,-2.429534,-2.3504968,0.29655185,1.0074248,-0.089055195,1.250452
39,47.28282347,bold,-2.382,0.796,9,unlabelled,0.851264775,train,-2.3815277,-1.7498416,-1.8270973,0.0636459,1.2033569,-0.5431904,1.1668092
39,47.29474771,faint,-0.374,-1.211,9,unlabelled,0.927776039,train,-0.37405887,0.75392133,0.7687632,-0.9855259,-0.26843598,-0.98373,0.6040063
39,47.28806918,faint,-0.058,-1.528,9,unlabelled,0.943999887,train,-0.057606287,0.381369,0.15822004,-0.36538616,-0.617485,0.21675839,0.40566164
39,47.29264894,faint,-0.583,-1.003,9,unlabelled,0.905922294,train,-0.58265233,-0.37465957,-0.634434,-0.83909464,-1.6268482,0.10944038,0.42640948
39,47.30638378,faint,-1.208,-0.377,9,unlabelled,0.84602195,train,-1.207699,-0.7512243,-0.41264266,0.35689852,-0.41114718,0.03681809,0.43503845
39,46.81725998,faint,-1.37,-0.216,9,unlabelled,0.795159578,train,-1.3696364,-1.4536406,-2.331952,-0.41939133,0.24010266,0.45070753,0.6609533
39,47.26603645,bold,-2.688,1.102,9,unlabelled,0.826633573,train,-2.6876454,-2.399369,-2.9406042,0.8846538,1.6127557,-0.04307588,0.4451941
39,47.29938472,bold,-3.021,1.436,9,unlabelled,0.897144616,train,-3.0211682,-1.7316402,-1.519416,0.40328857,0.021422861,-0.19356325,0.5568451
40,48.78149268,faint,-0.698,-0.888,9,unlabelled,0.789148867,train,-0.6975606,-0.34762082,-1.6119323,-0.73273766,0.03359279,0.6009408,0.5304785
40,48.92053579,bold,-3.507,1.922,9,unlabelled,0.827841699,train,-3.5067177,-2.9146838,-3.1770163,0.43302125,0.25186855,-0.0854238,0.6767276
40,48.93231486,bold,-4.455,2.87,9,unlabelled,0.848954082,train,-4.4549274,-1.8839414,-2.5354812,1.740576,1.5980346,-0.8114232,0.5584802
40,48.89355061,bold,-3.783,2.198,9,unlabelled,0.860921979,train,-3.78279,-1.2377553,-1.4069611,0.76418835,0.7761968,-1.6456009,0.4290646
40,48.77409925,bold,-2.858,1.272,9,unlabelled,0.770780265,val,-2.8575366,-2.2628078,-2.6856291,0.524847,0.5300941,0.06760429,0.45334285
40,48.89539289,bold,-4.552,2.966,9,bold_ex,0.833099782,val,-4.5515027,-4.0227447,-3.8777308,1.3876742,1.2621835,-0.38960177,0.6660892
40,48.50570995,bold,-2.56,0.975,9,bold_ex,0.851898551,val,-2.5599663,-2.962268,-2.4566567,-0.2264494,0.6591819,0.33730468,0.4994373
40,48.903932,faint,-1.514,-0.071,9,unlabelled,0.823035002,val,-1.5138961,-0.5547522,-2.0462725,0.9456504,0.68004817,-0.18452087,0.33192313
41,49.59670394,bold,-2.647,1.061,9,unlabelled,0.829491138,val,-2.6465995,-2.792078,-2.7235363,1.0771154,0.38085273,-0.7001083,0.3769038
41,49.61751325,bold,-1.639,0.054,9,unlabelled,0.923380852,val,-1.6387208,-0.83048713,-1.1507813,0.52813166,0.6967537,-0.5906536,0.40323055
41,49.53476429,bold,-2.345,0.76,9,unlabelled,0.857150912,train,-2.344885,0.07209695,-0.4482032,0.8250094,0.72641605,-1.3402549,0.20974731
41,49.53851774,faint,-1.21,-0.375,9,unlabelled,0.886665463,train,-1.2096597,-0.793014,-1.1335294,1.1648763,1.1519521,-0.4867852,0.23584706
41,47.92659112,bold,-1.625,0.039,9,unlabelled,0.830172241,train,-1.6246012,-2.6863546,-2.9905078,-0.53042406,-0.21394306,0.081989646,0.704599
41,49.62050215,bold,-7.031,5.446,9,unlabelled,0.880586207,train,-7.03086,-3.5036578,-3.015242,1.0047393,0.64079803,-0.6813764,0.5518495
41,49.62368176,bold,-4.424,2.839,9,unlabelled,0.832295179,train,-4.4242034,-3.325523,-2.4661522,0.47199318,0.25395223,-0.63479406,0.4905053
41,49.61934968,bold,-5.115,3.53,9,unlabelled,0.821073055,train,-5.115265,-3.9175723,-4.800563,0.25835654,1.0484151,-0.64055485,0.5559707
42,73.74689258,bold,-2.935,1.35,14,unlabelled,0.86578846,train,-2.9346561,-1.0329931,-0.84489393,0.43331963,0.012305846,-1.0088234,0.46853036
43,45.22568129,faint,-1.379,-0.206,9,unlabelled,0.822114408,train,-1.3794153,-0.5181071,-0.976705,-0.23128866,0.3529757,-0.51265514,0.5187224
43,45.22254809,faint,-0.588,-0.997,9,unlabelled,0.923504949,train,-0.5876681,-1.0362406,-1.1866566,-0.4720702,-0.22969477,0.2835696,0.57349557
43,45.22530321,bold,-4.126,2.54,9,unlabelled,0.93397367,train,-4.1255126,-2.7483144,-1.6624844,0.031268943,-0.09594496,0.24472676,0.50438094
43,45.21087034,bold,-3.106,1.521,9,bold_ex,0.93150121,train,-3.1058657,-1.6048937,-2.4003048,-0.18005267,-0.05588929,-0.38241768,0.47288513
43,45.21723185,faint,-1.076,-0.509,9,bold_ex,0.776316702,val,-1.0756761,-1.0739945,-2.090877,0.07597797,0.18593056,0.02193482,0.41412175
44,48.31606519,faint,-0.342,-1.243,9,unlabelled,0.963369787,train,-0.34198487,-0.19122073,-0.35683516,-1.1814793,0.2616957,-1.1594074,0.63781154
44,48.20682449,faint,-0.665,-0.92,9,unlabelled,0.914630413,train,-0.66536796,-0.7733147,-0.7936591,-1.4372,-0.12613444,-1.3340716,0.72310406
44,48.32113623,bold,-2.906,1.32,9,unlabelled,0.962940335,train,-2.9055407,-1.5900383,-1.8323536,-1.6852525,-0.7487912,-0.4478278,0.75159633
44,48.30282449,faint,-1.25,-0.335,9,unlabelled,0.950205743,train,-1.2500023,-0.28303576,-1.6287862,-1.0837328,0.22538462,0.047421217,0.952067
44,48.31387341,bold,-3.199,1.614,9,unlabelled,0.917293906,train,-3.1987321,-1.972819,-3.605079,-0.92314476,0.34550226,-0.045838114,1.2994576
45,53.0618429,bold,-3.738,2.153,10,unlabelled,0.992759049,train,-3.7379665,-3.0092382,-2.0217614,0.14513987,0.6693958,-0.2202942,1.1379582
45,53.0611282,bold,-4.727,3.142,10,unlabelled,0.997273266,train,-4.7273035,-3.6441276,-3.2708178,1.2678528,1.4418476,-1.2241699,1.118386
45,53.05290149,bold,-5.142,3.557,10,unlabelled,0.949342608,train,-5.142274,0.019621909,-0.5748678,1.6108813,2.0292249,-1.6153842,0.763379
45,53.05899423,bold,-3.325,1.74,10,unlabelled,0.922388434,train,-3.3249593,-1.2825134,-2.4705544,-0.10979034,1.554769,-0.5922928,0.813537
46,51.51467075,bold,-4.054,2.469,10,unlabelled,0.983202338,train,-4.0538306,-2.766543,-1.557074,0.58345616,0.5662478,-0.19857797,0.6860861
46,51.50591209,bold,-2.68,1.095,10,unlabelled,0.993253708,train,-2.680314,-2.3230934,-1.7242146,1.4895294,2.0642304,0.14628251,0.6996819
46,51.48032094,bold,-1.71,0.125,10,unlabelled,0.992821753,train,-1.7099385,-1.6014638,-0.9321562,0.2879539,0.059678197,-0.022762477,1.0384862
47,48.47022063,faint,-1.284,-0.302,9,unlabelled,0.994452715,train,-1.2835723,-1.1356053,-1.1644616,-0.7325827,-0.8878346,0.8832275,0.9893472
47,48.37010875,faint,-1.347,-0.238,9,unlabelled,0.981635869,train,-1.347147,-0.007483948,-0.21468093,-1.2263966,-1.2584668,0.1624207,0.6366496
47,47.96755928,faint,-0.13,-1.455,9,unlabelled,0.994744122,train,-0.12986484,-0.21879403,-0.7577844,-0.9913718,-1.1457715,-0.29568458,0.70393705
48,54.38130118,faint,-1.538,-0.047,10,unlabelled,0.994909167,train,-1.537683,-1.7739339,-1.7162013,0.1683771,0.476694,0.26513892,1.03068
48,54.4407304,faint,-0.353,-1.233,10,unlabelled,0.987364352,train,-0.35256225,-0.9767661,-0.6923417,-0.793707,-0.7650207,-0.16726828,0.66955554
48,54.40035784,faint,-1.249,-0.336,10,unlabelled,0.98816967,train,-1.2489296,-1.246609,-1.076807,-0.6787087,-0.40145695,0.18425205,0.70974946
48,54.42972523,faint,-1.384,-0.202,10,unlabelled,0.976539195,train,-1.3835808,-2.2250698,-1.8070302,0.6838881,1.4989331,0.35139155,0.6792641
49,61.63580859,faint,-1.379,-0.206,12,unlabelled,0.933160424,train,-1.379001,0.5610934,0.38614863,-0.719597,-0.26512748,-0.3063054,0.22879076
50,46.79153501,faint,-0.371,-1.214,9,unlabelled,0.942255378,train,-0.37083197,-0.4514009,-0.36479226,-0.71837395,-0.58479506,-0.3239423,0.3941214
50,46.7866566,bold,-4.183,2.598,9,unlabelled,0.979749858,train,-4.1827602,-4.306908,-2.5847125,-0.9312018,-0.10360241,-0.36910874,0.7572208
50,46.77472972,faint,-0.146,-1.439,9,unlabelled,0.974578857,train,-0.14622109,0.56020206,0.37183344,-1.5087899,0.83191603,-2.646181,0.3825819
50,46.76745066,faint,-0.726,-0.859,9,unlabelled,0.903742731,train,-0.72612756,-0.66894174,0.062063776,-1.300445,0.23306334,-1.5483783,0.6818541
50,46.77747644,faint,-1.091,-0.494,9,unlabelled,0.928821385,train,-1.0908844,-1.4459233,-1.8496028,-0.1247224,0.9365481,-0.5002662,0.668153
50,46.58210563,faint,-1.228,-0.357,9,unlabelled,0.882240891,train,-1.2276862,-1.6561683,-2.9752648,-0.40721846,1.2733239,0.06980341,0.8054861
50,46.73284453,bold,-1.638,0.053,9,unlabelled,0.835364163,train,-1.6384783,-1.7164415,-2.5316021,-0.4817307,0.9598282,0.1521433,0.890079
51,72.64332022,faint,-1.041,-0.544,14,unlabelled,0.873964369,train,-1.0407069,0.032458175,0.20085064,0.63001156,0.36077964,-0.7561635,0.30266333
52,49.65023914,faint,-0.552,-1.033,9,unlabelled,0.902212143,train,-0.55224895,-0.2893129,-0.8442456,-0.5536467,-0.16649929,0.14151298,0.48970032
52,49.64260823,bold,-2.687,1.101,9,unlabelled,0.906670928,train,-2.6866128,-2.454183,-3.338291,0.17111205,0.3431334,0.9835481,1.3109331
52,49.34916555,bold,-2.837,1.252,9,unlabelled,0.879908323,train,-2.8371668,-1.736721,-2.576726,0.030848676,-0.015684098,1.3178759,1.1916687
52,49.64129382,bold,-4.326,2.741,9,unlabelled,0.911573231,train,-4.32588,-3.1944811,-2.3035734,-0.09722449,2.2318687,-0.3839665,1.8543854
52,49.5748039,bold,-1.961,0.376,9,unlabelled,0.849055111,train,-1.9606586,-2.5240808,-3.338456,0.06391886,0.4392086,0.57534033,0.9808458
52,49.56199936,bold,-3.97,2.384,9,unlabelled,0.909279525,train,-3.969508,-2.5334532,-2.8651562,1.4801465,4.357843,-0.062505566,1.3605818
52,49.67012537,bold,-3.915,2.33,9,unlabelled,0.936440825,train,-3.9149485,-4.245723,-5.2727933,0.99880874,1.9538095,0.179049,1.1129911
52,49.63400501,faint,-1.019,-0.566,9,unlabelled,0.945912123,train,-1.0192662,-0.9878474,-1.4238379,-0.9382369,-0.42718336,0.12942864,1.0464485
52,49.54302931,faint,-1.223,-0.362,9,unlabelled,0.953602791,train,-1.2230371,-0.15845153,-0.31004003,-0.4961293,-1.2162195,-1.1869438,0.943683
52,49.54059056,faint,-0.49,-1.095,9,unlabelled,0.939348757,train,-0.4899042,1.0500083,0.5583157,-0.9875814,0.03032134,-1.3781757,0.31244212
52,49.43222286,bold,-2.07,0.485,9,unlabelled,0.951074719,train,-2.0702121,-0.1764954,-0.2790562,-0.99321854,0.015312707,-2.9156268,0.61355346
52,49.66650762,bold,-4.414,2.829,9,unlabelled,0.958407819,train,-4.413999,-3.1758049,-2.091267,-0.7929781,-0.008234104,-0.9590111,0.9813678
52,49.66424586,bold,-5.198,3.613,9,unlabelled,0.970453322,train,-5.198052,-1.3347429,-1.4176657,-0.76083976,0.18327242,-0.34427837,0.93651277
52,48.79076785,faint,-0.048,-1.538,9,unlabelled,0.952678561,train,-0.047612216,-0.12909847,-0.43128636,-0.12850519,-0.08276373,0.3218612,0.31776106
52,49.6590565,faint,0.489,-2.074,9,unlabelled,0.990207195,train,0.48866892,1.3835015,1.33009,0.09082589,0.42781448,-0.7201109,0.048342943
52,49.59454722,faint,-0.503,-1.082,9,unlabelled,0.970234394,train,-0.50332475,2.0427651,2.9894233,-0.37962204,0.9561277,-2.6247847,0.30057383
52,49.66592423,faint,-0.662,-0.923,9,unlabelled,0.985713363,train,-0.6621695,0.9993979,1.6813637,-1.5395042,2.5378544,-2.1389513,0.7365053
52,49.67068008,faint,-0.536,-1.049,9,unlabelled,0.976613045,train,-0.53598386,1.1930403,2.0920124,-0.8968488,0.4440631,-1.0214461,0.56817245
53,46.40612888,faint,-1.024,-0.562,9,unlabelled,0.95322454,train,-1.0235301,-2.6715798,-3.2335808,-0.081957646,0.42412645,0.59091705,1.2468224
53,46.41290417,bold,-6.09,4.505,9,unlabelled,0.929301858,train,-6.090438,-6.79068,-3.875589,0.52689254,0.8273191,-0.34989762,1.4412966
53,45.9628251,bold,-2.105,0.52,9,unlabelled,0.873280466,train,-2.1051245,-0.36765334,-0.9989427,-0.869686,-0.18468013,0.001481885,0.7190783
53,46.3803918,bold,-2.772,1.187,9,unlabelled,0.985580266,train,-2.771968,-1.4843869,-1.3996357,-2.563662,-2.511138,-0.5889293,0.678278
53,46.41523212,bold,-3.832,2.247,9,unlabelled,0.995180786,train,-3.8324208,-2.457458,-1.2988005,-2.0367267,-2.0531654,-0.9675319,0.90236306
53,46.17789708,bold,-3.852,2.267,9,unlabelled,0.966111898,train,-3.8520253,-2.1480618,-0.79411185,0.003817393,0.30948937,-0.45766142,0.65150785
54,42.7766113,bold,-3.377,1.792,8,unlabelled,0.953968465,train,-3.3769107,-1.6418221,-2.5171833,-0.004579812,-0.103599906,-0.9066983,0.7474319
54,42.86855503,faint,-0.814,-0.772,8,unlabelled,0.939754605,train,-0.81354415,-0.79768366,-1.1189845,-0.23662362,-0.24410596,0.6404185,0.48563802
55,51.16073998,bold,-4.471,2.886,10,unlabelled,0.952955484,train,-4.470838,-1.8697363,-2.7632709,-2.9384995,-0.8926157,-1.077813,0.73313457
55,51.15092713,bold,-3.412,1.827,10,unlabelled,0.967169464,train,-3.411769,-1.4382632,-1.2179744,-1.2039952,-1.4915938,-0.568094,0.61824125
55,51.15189448,bold,-3.56,1.975,10,unlabelled,0.979184747,train,-3.5597453,-1.5002875,-1.4611907,-0.65361047,-0.12714782,-0.72370136,0.7292799
55,51.16086972,bold,-3.072,1.487,10,unlabelled,0.959758103,train,-3.0721092,-1.8083853,-1.6101712,-0.9524944,0.70260966,-0.18979779,0.9227736
55,51.09443004,faint,-0.575,-1.01,10,unlabelled,0.968328357,train,-0.575173,-0.7720144,-1.0382142,-1.0785735,-0.37140757,0.5195059,0.89828914
55,50.90924092,bold,-1.586,0.001,10,unlabelled,0.977585316,train,-1.5859449,-1.0982895,-1.1132784,-2.1519837,-1.1664288,0.36782232,0.81756526
55,51.03372857,bold,-4.281,2.696,10,unlabelled,0.980874538,train,-4.280701,-2.3404562,-2.8144746,-2.0967426,-0.97670776,-0.3792501,1.1309938
55,51.14287106,faint,-0.733,-0.852,10,unlabelled,0.943874896,train,-0.73266697,-1.0825138,-0.51294166,-1.8452218,-0.691958,-1.3000948,0.963514
55,51.12293024,faint,0.168,-1.753,10,unlabelled,0.972490788,train,0.16809937,0.6544484,1.2179537,-1.0914962,1.0365828,-2.1765914,0.8272567
55,51.12973692,faint,-1.175,-0.41,10,unlabelled,0.942587376,train,-1.1752385,-0.000124134,0.5669201,-1.1912167,-0.08179276,-1.9182688,0.95764613
55,51.16038709,faint,-1.261,-0.324,10,unlabelled,0.90937233,test,-1.261374,-0.2991998,-0.06529744,-1.4244349,-0.162936,-2.0893524,0.7928133
55,51.15474334,faint,-0.189,-1.396,10,unlabelled,0.912816226,test,-0.18888588,0.34568885,0.6808108,-1.646756,-0.59769887,-2.1032424,0.53402454
55,51.15672548,faint,-1.176,-0.409,10,unlabelled,0.903084219,test,-1.1759636,-0.9806474,-0.67172945,-2.2528112,-0.5984383,-1.257431,1.0337263
55,51.11372997,faint,-0.761,-0.824,10,unlabelled,0.285788774,test,-0.76101696,1.4306004,3.2356787,-1.9578357,-0.47371984,-3.2048774,0.46745896
55,50.87930043,faint,-0.196,-1.389,10,unlabelled,0.450141609,test,-0.19575241,0.48670888,2.1347628,-1.2045244,0.109184794,-2.0710406,0.39491314
55,51.12386215,faint,-0.688,-0.898,10,unlabelled,0.813178837,test,-0.68759215,-0.1658734,-0.12773243,-0.5714492,0.49336007,-1.397013,1.2109168
55,51.16053484,faint,-0.754,-0.831,10,unlabelled,0.806118608,test,-0.754091,0.31423825,-0.31687397,-1.4690408,0.3840338,-0.44700155,0.8321832
55,51.15618294,faint,-0.281,-1.304,10,unlabelled,0.92743969,test,-0.28114158,0.6308483,0.6727792,-1.3418658,-0.21246469,-0.5412189,0.6936351
56,45.08055707,faint,-0.797,-0.788,9,unlabelled,0.855313957,train,-0.79669994,-0.37308788,0.2606938,-2.2604072,-0.5937486,-2.025576,0.8356087
56,45.05160821,faint,-1.224,-0.362,9,unlabelled,0.829046488,test,-1.22364,-0.8114867,-0.70044583,-1.9610776,-0.78840584,-0.9281924,0.8234691
56,45.09060129,faint,-1.459,-0.126,9,unlabelled,0.833701193,test,-1.4589163,-1.2744154,-2.0011206,-2.194262,-0.41462937,-0.6442348,1.2946205
57,53.6852169,bold,-2.357,0.772,10,unlabelled,0.787158489,test,-2.3569515,0.3252907,-0.48003596,-0.6425,-0.2278818,-1.1954165,0.6640215
57,53.71894043,bold,-2.426,0.841,10,unlabelled,0.833374262,test,-2.4259615,-0.13701256,-0.19619873,-1.2906518,-0.41883397,-1.0704963,0.81817853
57,53.67667844,faint,0.028,-1.613,10,unlabelled,0.960603833,test,0.027761566,0.4025036,0.43515223,-0.5911522,-0.42870605,-0.7673385,0.7283187
57,53.7157877,faint,-0.375,-1.21,10,unlabelled,0.935348034,test,-0.3753435,0.020377137,0.35397705,0.46501017,0.33216766,-1.2605133,0.768908
57,53.70633885,faint,-0.597,-0.988,10,unlabelled,0.952881873,test,-0.59720004,0.6868294,0.68599117,0.78190696,1.8513793,-1.9433949,1.0079627
57,53.63248655,faint,-1.162,-0.423,10,unlabelled,0.971542239,train,-1.1618248,0.14999717,-0.47331464,0.9701935,1.7035224,-1.8301129,1.4419336
58,28.5145344,faint,-0.85,-0.735,5,unlabelled,0.122459546,test,-0.8502182,-0.68711305,-1.2045358,-0.50861347,-0.79844403,0.19452967,0.59748745
59,48.7509312,bold,-6.151,4.566,9,unlabelled,0.659446061,test,-6.1507382,-2.5777724,-3.1174471,0.31864774,0.23234122,-1.887451,1.2127355
59,48.19583329,bold,-3.719,2.133,9,unlabelled,0.366455168,test,-3.718523,-0.54751194,-0.58712304,0.66803104,1.3302462,-3.8466787,1.1707929
59,48.77193391,bold,-4.74,3.155,9,unlabelled,0.478638053,test,-4.740388,-2.438929,-1.4184297,-0.041392636,2.7068076,-1.2017765,1.6759807
59,48.82798659,faint,-0.967,-0.618,9,unlabelled,0.834018111,test,-0.9666943,-1.1524514,-0.65092325,-0.2266957,-0.3695838,-0.03868957,0.7483561
59,48.42914403,bold,-3.188,1.603,9,unlabelled,0.830950618,test,-3.188226,-2.298685,-1.7766175,-0.005716881,0.14080885,-0.1683002,0.72483444
59,48.79124902,bold,-4.256,2.671,9,unlabelled,0.906225085,test,-4.256146,-2.1903183,-1.859872,-0.970792,-0.2008188,0.6159003,1.2365519
59,48.79610426,bold,-3.534,1.949,9,unlabelled,0.797008038,test,-3.534304,-1.4085463,-0.65375936,-1.3412696,-1.2767838,-0.44329897,1.0954281
59,48.69181052,bold,-2.017,0.432,9,unlabelled,0.880110979,test,-2.0171657,-1.5618687,-0.85204685,-1.2248603,-0.5437571,-1.1206714,1.2519994
59,48.85372671,faint,-0.815,-0.77,9,unlabelled,0.899128556,test,-0.81474704,-0.8254738,-0.09483936,-1.4392347,-0.7108992,-1.5080043,1.0850887
59,48.83430023,bold,-2.021,0.436,9,unlabelled,0.93130672,test,-2.0211115,-1.3448231,-1.0593996,-1.2653216,-0.80327004,-0.5980147,1.3350027
59,48.79806602,faint,-0.775,-0.81,9,unlabelled,0.90233171,train,-0.77510107,-0.8436493,-0.2464031,-1.6438795,-1.1108361,-0.9961475,1.0706799
59,48.58148635,faint,-0.824,-0.761,9,unlabelled,0.857157528,train,-0.8236807,-0.95111734,-0.7482485,-1.824072,-2.0585372,-0.029589137,1.054301
59,48.85393442,faint,-0.419,-1.166,9,unlabelled,0.962770462,train,-0.4192478,0.4020846,0.83907187,-1.0797695,-0.43587643,-1.1117821,0.4887706
59,48.84900313,faint,-0.215,-1.37,9,unlabelled,0.980727911,train,-0.21521705,0.9422215,1.9498068,-0.30323508,0.37696123,-1.9346771,0.17102313
59,48.84296395,faint,-1.317,-0.268,9,unlabelled,0.96522361,train,-1.3168594,1.0720639,1.3191049,-0.52417517,0.05697801,-2.0792067,0.37828422
60,45.67034879,bold,-2.539,0.953,9,unlabelled,0.871738255,test,-2.5385315,-2.2619023,-2.1538537,-0.12009639,0.59362984,-0.15015072,1.1264949
60,45.71035139,faint,-0.634,-0.951,9,unlabelled,0.84888798,train,-0.6344323,-1.0858959,-1.4258245,-0.7547101,-0.58861667,0.8710282,0.95391023
61,48.10430221,faint,-1.013,-0.572,9,unlabelled,0.871359348,train,-1.0132858,-0.017175207,0.32664612,0.857871,1.909357,-0.8555481,0.61246693
61,48.10359003,faint,-1.112,-0.474,9,unlabelled,0.872121453,test,-1.1116354,0.22843969,-1.2391263,-0.15478149,1.9340631,-0.36088744,0.7647352
61,48.03648796,faint,-1.073,-0.512,9,unlabelled,0.874458075,test,-1.0734884,0.17530385,-0.6306677,0.36782438,2.3690681,-0.66003525,0.7394333
61,48.05287705,faint,-0.968,-0.618,9,unlabelled,0.822435498,test,-0.9675101,-0.15070958,-0.98156005,0.24186149,1.1275842,-0.6196436,0.5182662
61,48.0394883,faint,-0.27,-1.315,9,unlabelled,0.787689805,test,-0.27004865,-0.67165077,-1.3523854,-0.045205597,-0.616341,0.7145145,0.38672024
62,47.75265032,faint,-0.118,-1.468,9,unlabelled,0.829220414,test,-0.11753745,-0.6812008,-0.56883866,-0.14772962,-0.48996776,-0.15820995,0.65520513
62,48.40325224,faint,-1.387,-0.199,9,unlabelled,0.887145877,train,-1.386528,-0.63492405,-0.4075249,-0.9258621,-1.2729774,-0.558588,0.60102767
63,66.65880134,faint,-0.741,-0.844,13,unlabelled,0.741784513,train,-0.74122596,0.6212894,0.5754136,-0.4428402,0.1006395,-1.2521993,0.53553075
64,51.20671939,faint,0.286,-1.871,10,unlabelled,0.933588922,train,0.28571013,0.01985733,0.93544924,-1.1509914,-1.377711,-1.04676,0.42033505
64,51.20005444,faint,0.372,-1.957,10,unlabelled,0.908182442,train,0.3716623,-0.3562265,0.33552235,-1.2696998,-2.027119,-0.9481093,0.40932703
64,51.20290507,faint,0.686,-2.271,10,unlabelled,0.915826857,train,0.68553203,-0.21264791,-0.24874282,-1.4637938,-3.0436106,0.41428208,0.3689313
65,44.11583687,bold,-2.181,0.596,8,unlabelled,0.91160506,test,-2.1806717,-1.5125592,-0.8058244,-0.63994884,-2.0839095,-0.13937926,0.9361863
65,43.96473083,faint,-1.577,-0.008,8,unlabelled,0.858877957,test,-1.5774393,-0.89435136,-0.6631232,-0.15158425,-1.1923649,-0.30389485,0.72624516
65,43.72401201,faint,-1.213,-0.372,8,unlabelled,0.851282656,test,-1.212732,-1.069363,-0.68966377,0.008483961,0.19923657,-0.000444289,0.61680603
65,43.35645981,faint,-0.622,-0.963,8,unlabelled,0.828689754,test,-0.62206876,-0.8465301,-0.95396125,-1.1171937,-0.27698478,0.12140829,0.4724736
66,52.19728718,bold,-2.306,0.721,10,unlabelled,0.799018621,train,-2.306039,-3.5262475,-2.5640569,-0.15159573,5.0602183,0.03620039,1.6502497
66,52.38515974,bold,-2.306,0.721,10,unlabelled,0.848809898,test,-2.305729,-1.6281615,-1.2534487,0.31755912,0.89873046,-0.25832045,0.89670444
67,50.25288118,faint,-0.7,-0.885,10,unlabelled,0.806761801,test,-0.7004287,-0.24320689,-0.61306787,-0.11564532,0.7833704,0.42697805,0.6933985
67,49.68943071,faint,-0.739,-0.846,9,unlabelled,0.730048299,test,-0.7392709,-0.98720515,-1.248168,-0.55185777,-0.5842323,0.21841238,0.9827221
68,47.49381017,faint,-1.551,-0.034,9,unlabelled,0.798980296,test,-1.551468,-0.14313987,-0.27076215,-0.71672493,-0.5564114,-0.48289564,0.6071656
68,47.42144682,bold,-2.919,1.334,9,unlabelled,0.772468865,test,-2.9194562,-0.9546352,-1.5869803,-0.9561311,0.1500787,-0.2270051,0.87492204
