pit_bottom_elev_m,rim_mean_elev_m,rim_max_elev_m,depth_from_rim_mean_m,depth_from_rim_max_m,rim_radius_m,effective_radius_m,diameter_m,aspect_ratio,rim_symmetry_std_m,volume_approx_m3,lrm5_depth_m,lrm11_depth_m,slope_inner_deg,original_index,tile,notes,max_zscore,mean_zscore,mahalanobis,iso_anomaly_score,PC1_depth_volume,PC2_size_vs_slope,PC3_rim_asymmetry,z_depth_from_rim_mean_m,z_depth_from_rim_max_m,z_rim_radius_m,z_effective_radius_m,z_diameter_m,z_aspect_ratio,z_rim_symmetry_std_m,z_volume_approx_m3,z_lrm5_depth_m,z_lrm11_depth_m,z_slope_inner_deg,anomaly_reason,anomaly_reason_zscore,anomaly_rank
483.6692,484.3649,485.5819,0.6958,1.9128,7.5000,5.6569,15.0000,0.0464,1.5998,40.9843,0.0422,0.1916,32.0308,379,9t,,3.5850,1.0263,4.6761,0.4882,1.9629,-1.8065,3.5166,-0.0779,0.4005,0.8392,-0.2114,0.8392,-0.4338,1.8657,0.3919,1.2300,1.4149,3.5850,slope_inner_deg,3.5850,55
434.3854,435.4245,437.1356,1.0391,2.7502,7.5000,5.3852,15.0000,0.0693,2.1587,61.2076,0.1028,0.2719,31.4604,457,9t,,3.4919,1.5023,4.6504,0.5787,3.4606,-1.2099,4.3906,0.8800,1.5816,0.8392,-0.9504,0.8392,0.3318,3.0226,1.3185,1.6393,1.6314,3.4919,slope_inner_deg,3.4919,56
665.2474,665.7896,667.5668,0.5422,2.3194,7.5000,5.5210,15.0000,0.0361,1.1154,31.9368,-0.0756,0.0938,23.0506,761,mk5,,2.1186,0.8279,4.6254,0.4393,1.1810,-1.5264,2.3142,-0.5064,0.9740,0.8392,-0.5809,0.8392,-0.7764,0.8630,-0.0226,0.4348,1.1514,2.1186,slope_inner_deg,2.1186,57
464.1329,464.7407,465.1931,0.6078,1.0602,3.5000,5.8310,7.0000,0.0868,0.1863,7.7964,-0.2419,-0.5048,13.0440,173,9t,,1.9627,0.9140,4.6149,0.4806,-2.6326,1.7090,0.1282,-0.3234,-0.8020,-1.9627,0.2621,-1.9627,0.9188,-1.0601,-1.1287,-0.6872,-0.4615,0.4846,rim_radius_m,-1.9627,58
418.2847,419.3094,420.3714,1.0247,2.0867,7.5000,6.0828,15.0000,0.0683,1.1678,60.3609,-0.1231,-0.5908,6.1170,38,9t,,1.2797,0.7378,4.6114,0.4152,2.3376,0.3055,-0.9343,0.8399,0.6457,0.8392,0.9470,0.8392,0.2997,0.9716,1.2797,0.1141,-0.6934,-0.6465,volume_approx_m3,1.2797,59
397.1528,398.1091,399.8937,0.9563,2.7409,7.5000,6.0000,15.0000,0.0638,1.5014,56.3307,-0.0840,-0.5451,4.7553,191,9t,,1.6621,0.8490,4.6017,0.4300,2.7385,-0.0371,-0.6003,0.6490,1.5685,0.8392,0.7219,0.8392,0.1471,1.6621,1.0951,0.3780,-0.5702,-0.8689,rim_symmetry_std_m,1.6621,60
626.8848,627.7983,630.1131,0.9135,3.2283,7.5000,5.3852,15.0000,0.0609,1.2520,53.8104,-0.1790,-0.3950,8.3964,823,mkf,,2.2559,0.7540,4.5974,0.4418,2.2794,0.3367,0.6874,0.5297,2.2559,0.8392,-0.9504,0.8392,0.0517,1.1458,0.9796,-0.2627,-0.1656,-0.2743,depth_from_rim_max_m,2.2559,61
471.1240,472.2310,472.5304,1.1071,1.4064,4.0000,5.0990,8.0000,0.1384,0.2205,18.5489,-0.4473,-0.8607,18.3973,300,9t,,2.6435,1.4054,4.5669,0.5437,-1.8436,4.3498,1.6340,1.0697,-0.3137,-1.6124,-1.7286,-1.6124,2.6435,-0.9893,-0.6360,-2.0738,-1.4207,1.3587,aspect_ratio,2.6435,62
523.8511,524.0816,525.8658,0.2305,2.0146,7.5000,5.8310,15.0000,0.0154,1.3399,13.5757,0.2087,0.4153,19.8458,650,mk5,,2.3539,1.2264,4.5658,0.4880,0.7478,-3.8495,1.8474,-1.3761,0.5441,0.8392,0.2621,0.8392,-1.4715,1.3278,-0.8639,2.3539,2.0178,1.5953,lrm5_depth_m,2.3539,63
561.6927,563.3740,565.2041,1.6813,3.5114,7.5000,5.8310,15.0000,0.1121,1.7040,99.0352,-0.1057,-0.2272,22.8598,682,mk5,,3.0518,1.5245,4.5475,0.5714,5.1740,1.7755,2.1676,2.6718,2.6552,0.8392,0.2621,0.8392,1.7639,2.0815,3.0518,0.2317,0.2864,2.0874,volume_approx_m3,3.0518,64
400.3094,400.7773,401.9159,0.4678,1.6064,7.5000,5.3852,15.0000,0.0312,1.5927,27.5577,0.0958,0.2732,28.6913,340,9t,,3.0397,1.1506,4.5266,0.4838,1.0030,-2.6724,3.5285,-0.7138,-0.0316,0.8392,-0.9504,0.8392,-0.9422,1.8512,-0.2233,1.5917,1.6348,3.0397,slope_inner_deg,3.0397,65
506.9456,507.0982,507.7511,0.1526,0.8055,7.5000,5.0990,15.0000,0.0102,0.9610,8.9900,-0.0156,0.3346,8.9402,584,mk5,,1.8003,1.1137,4.5159,0.4946,-1.2686,-3.2802,1.0921,-1.5933,-1.1613,0.8392,-1.7286,0.8392,-1.6451,0.5436,-1.0740,0.8402,1.8003,-0.1855,lrm11_depth_m,1.8003,66
467.0087,468.2041,468.7646,1.1954,1.7559,5.0000,5.6569,10.0000,0.1195,0.3883,31.2964,-0.5414,-0.9920,21.9462,64,9t,,2.7093,1.1509,4.5098,0.5434,-0.2491,4.2507,1.1456,1.3162,0.1792,-0.9120,-0.2114,-0.9120,2.0134,-0.6420,-0.0520,-2.7093,-1.7744,1.9383,lrm5_depth_m,-2.7093,67
477.0303,477.7277,479.2657,0.6974,2.2354,7.5000,6.4031,15.0000,0.0465,1.6845,41.0795,-0.0475,0.1240,2.8571,593,mk5,,2.0412,0.9390,4.4968,0.4583,2.2740,-1.9408,-0.9083,-0.0733,0.8555,0.8392,1.8183,0.8392,-0.4302,2.0412,0.3963,0.6246,1.2328,-1.1789,rim_symmetry_std_m,2.0412,68
568.8015,569.9698,571.5387,1.1684,2.7372,7.5000,6.4031,15.0000,0.0779,1.4628,68.8242,-0.0408,0.0261,3.1591,556,mk5,,1.8183,1.1763,4.4863,0.4821,3.4957,-0.4731,-1.0541,1.2408,1.5633,0.8392,1.8183,0.8392,0.6201,1.5823,1.6675,0.6701,0.9690,-1.1296,effective_radius_m,1.8183,69
431.0882,431.8035,433.7716,0.7153,2.6834,7.5000,5.8310,15.0000,0.0477,1.4556,42.1347,-0.3349,-0.5458,15.1953,57,9t,,1.5673,0.7797,4.4763,0.4534,2.0635,0.2966,0.8343,-0.0234,1.4874,0.8392,0.2621,0.8392,-0.3903,1.5673,0.4446,-1.3151,-0.5720,0.8359,rim_symmetry_std_m,1.5673,70
414.8961,416.0276,418.3918,1.1315,3.4956,7.5000,5.3852,15.0000,0.0754,1.5699,66.6491,-0.4284,-0.8449,16.8324,244,9t,,2.6329,1.3397,4.4710,0.5391,3.2276,2.2589,1.6453,1.1378,2.6329,0.8392,-0.9504,0.8392,0.5378,1.8039,1.5679,-1.9463,-1.3780,1.1032,depth_from_rim_max_m,2.6329,71
595.0629,595.4071,596.4637,0.3442,1.4008,7.5000,6.0828,15.0000,0.0229,1.3881,20.2737,0.3082,0.5772,21.0462,703,mk5,,3.0259,1.3163,4.4591,0.5122,0.9414,-4.2581,1.6656,-1.0588,-0.3217,0.8392,0.9470,0.8392,-1.2179,1.4276,-0.5570,3.0259,2.4540,1.7913,lrm5_depth_m,3.0259,72
436.0950,436.8058,437.1858,0.7108,1.0908,7.5000,5.8310,15.0000,0.0474,0.9286,41.8705,-0.1409,-0.2903,7.0656,256,9t,,0.8392,0.4235,4.4587,0.3988,0.6613,-0.8381,-0.5816,-0.0359,-0.7589,0.8392,0.2621,0.8392,-0.4003,0.4764,0.4325,-0.0058,0.1163,-0.4916,rim_radius_m,0.8392,73
448.3508,449.8362,451.3542,1.4854,3.0033,7.0000,5.3852,14.0000,0.1061,1.0170,76.2174,-0.5518,-1.2217,21.1292,410,9t,,2.7791,1.5635,4.4371,0.6177,2.9027,4.3693,1.5196,2.1251,1.9386,0.4889,-0.9504,0.4889,1.5636,0.6595,2.0063,-2.7791,-2.3933,1.8049,lrm5_depth_m,-2.7791,74
465.6011,466.4568,466.7057,0.8557,1.1046,4.0000,5.0990,8.0000,0.1070,0.1238,14.3371,-0.5715,-0.7422,17.8763,579,mk5,,2.9126,1.3600,4.4102,0.5331,-2.5752,3.7582,1.4848,0.3683,-0.7395,-1.6124,-1.7286,-1.6124,1.5925,-1.1895,-0.8290,-2.9126,-1.1011,1.2737,lrm5_depth_m,-2.9126,75
477.5468,478.7943,479.0318,1.2475,1.4850,7.5000,5.8310,15.0000,0.0832,0.1706,73.4837,-0.3095,-0.9195,13.9075,522,9t,,1.8810,0.9748,4.3961,0.4885,1.6201,2.2583,-0.7003,1.4615,-0.2029,0.8392,0.2621,0.8392,0.7965,-1.0926,1.8810,-1.1437,-1.5791,0.6256,volume_approx_m3,1.8810,76
538.8566,539.8856,541.0856,1.0289,2.2289,7.5000,6.3246,15.0000,0.0686,1.8084,60.6090,0.1473,0.4757,21.2440,844,mkf,,2.2975,1.3475,4.3699,0.5428,3.4492,-1.9649,1.6505,0.8517,0.8464,0.8392,1.6046,0.8392,0.3091,2.2975,1.2911,1.9399,2.1805,1.8236,rim_symmetry_std_m,2.2975,77
498.3552,498.8098,499.0696,0.4546,0.7144,3.0000,5.0990,6.0000,0.0758,0.2103,4.2847,-0.2818,-0.3513,10.6379,165,9t,,2.3129,1.1219,4.3682,0.5136,-3.9676,1.5322,0.9986,-0.7507,-1.2897,-2.3129,-1.7286,-2.3129,0.5491,-1.0103,-1.2896,-0.9571,-0.0481,0.0917,rim_radius_m,-2.3129,78
486.3406,487.6987,488.5361,1.3581,2.1956,7.5000,6.0000,15.0000,0.0905,0.3424,79.9983,-0.2889,-0.9642,14.4394,129,9t,,2.1795,1.1224,4.3593,0.4976,2.5693,2.5642,-0.6801,1.7701,0.7993,0.8392,0.7219,0.8392,1.0432,-0.7369,2.1795,-1.0051,-1.6995,0.7124,volume_approx_m3,2.1795,79
422.8558,423.5344,424.1710,0.6786,1.3152,7.5000,7.0000,15.0000,0.0452,0.3782,39.9758,-0.0138,-0.0793,1.1481,30,9t,,3.4417,0.9240,4.3529,0.4743,1.1716,-1.7107,-3.1619,-0.1256,-0.4423,0.8392,3.4417,0.8392,-0.4720,-0.6627,0.3457,0.8524,0.6850,-1.4579,effective_radius_m,3.4417,80
458.2808,459.5812,461.2714,1.3004,2.9906,7.5000,5.7439,15.0000,0.0867,1.3202,76.5990,-0.2625,-0.8822,11.8518,509,9t,,2.0238,1.0958,4.3194,0.4780,3.3961,2.0676,0.2628,1.6091,1.9206,0.8392,0.0253,0.8392,0.9145,1.2870,2.0238,-0.8265,-1.4784,0.2899,volume_approx_m3,2.0238,81
637.2169,637.8838,639.9448,0.6669,2.7279,7.5000,5.6569,15.0000,0.0445,1.3320,39.2855,-0.1481,-0.0876,22.9689,758,mkf,,2.1053,0.7768,4.3146,0.4532,1.9485,-0.7955,2.2062,-0.1583,1.5501,0.8392,-0.2114,0.8392,-0.4982,1.3115,0.3141,-0.0546,0.6625,2.1053,slope_inner_deg,2.1053,82
427.4636,427.9765,429.5509,0.5129,2.0873,7.5000,5.0990,15.0000,0.0342,1.6255,30.2146,0.1070,0.4574,29.6516,249,9t,,3.1965,1.3181,4.3017,0.5208,1.2065,-2.6648,4.2549,-0.5880,0.6466,0.8392,-1.7286,0.8392,-0.8416,1.9190,-0.1015,1.6675,2.1311,3.1965,slope_inner_deg,3.1965,83
596.9911,597.3881,597.7762,0.3970,0.7852,3.0000,4.7361,6.0000,0.0662,0.1916,3.7414,-0.2684,-0.2558,10.0943,769,mk5,,2.7158,1.1921,4.2943,0.5287,-4.3286,1.2594,1.4914,-0.9115,-1.1899,-2.3129,-2.7158,-2.3129,0.2277,-1.0491,-1.3145,-0.8666,0.2094,0.0029,effective_radius_m,-2.7158,84
639.4329,640.0829,641.2004,0.6501,1.7675,7.5000,5.9155,15.0000,0.0433,1.8442,38.2932,0.2642,0.6643,22.8807,766,mkf,,2.7288,1.2050,4.2793,0.5195,2.0831,-3.4933,2.5304,-0.2053,0.1956,0.8392,0.4920,0.8392,-0.5357,2.3716,0.2686,2.7288,2.6887,2.0909,lrm5_depth_m,2.7288,85
496.0118,496.1405,496.2914,0.1287,0.2796,3.0000,5.0000,6.0000,0.0215,0.0679,1.2132,-0.0943,-0.0621,3.6406,163,9t,,2.3129,1.4801,4.2604,0.5606,-5.0110,-0.7276,0.2470,-1.6600,-1.9030,-2.3129,-1.9979,-2.3129,-1.2678,-1.3051,-1.4303,0.3088,0.7313,-1.0509,rim_radius_m,-2.3129,86
383.5928,384.3429,384.8718,0.7500,1.2790,3.5000,5.0990,7.0000,0.1071,0.3747,9.6215,-0.4455,-0.5854,17.3732,234,9t,,2.0616,1.2242,4.2591,0.5264,-2.7040,3.1363,1.8166,0.0735,-0.4934,-1.9627,-1.7286,-1.9627,1.5987,-0.6700,-1.0451,-2.0616,-0.6789,1.1915,lrm5_depth_m,-2.0616,87
471.0005,472.3747,472.9174,1.3741,1.9169,5.0000,5.6569,10.0000,0.1374,0.4168,35.9750,-0.2246,-0.9716,10.9981,468,9t,,2.6112,0.9140,4.2471,0.5094,0.1204,3.6504,-0.0565,1.8149,0.4062,-0.9120,-0.2114,-0.9120,2.6112,-0.5828,0.1624,-0.5710,-1.7195,0.1505,aspect_ratio,2.6112,88
521.3800,522.0104,524.2343,0.6304,2.8543,6.0000,5.8310,12.0000,0.0525,1.0804,23.7667,-0.0932,-0.4510,5.0882,618,mk5,,1.7284,0.5033,4.2397,0.4597,0.5686,-0.1496,-0.2761,-0.2602,1.7284,-0.2115,0.2621,-0.2115,-0.2281,0.7907,-0.3970,0.3162,-0.3166,-0.8145,depth_from_rim_max_m,1.7284,89
553.6738,555.1650,556.4622,1.4911,2.7883,7.5000,6.0414,15.0000,0.0994,0.9802,87.8360,-0.1579,-0.3553,16.5344,627,mk5,,2.5386,1.0896,4.2314,0.4779,3.8110,1.6167,0.4267,2.1413,1.6353,0.8392,0.8344,0.8392,1.3399,0.5833,2.5386,-0.1205,-0.0589,1.0545,volume_approx_m3,2.5386,90
577.3818,577.7888,579.0425,0.4070,1.6607,7.5000,5.6569,15.0000,0.0271,1.6774,23.9732,0.2091,0.6368,28.8486,813,mk5,,3.0654,1.3043,4.2309,0.5179,1.2136,-3.7261,3.4635,-0.8836,0.0449,0.8392,-0.2114,0.8392,-1.0779,2.0264,-0.3875,2.3568,2.6147,3.0654,slope_inner_deg,3.0654,91
463.8945,464.2913,464.7984,0.3969,0.9039,7.5000,5.0990,15.0000,0.0265,0.3363,23.3764,-0.1681,-0.1756,7.9294,332,9t,,1.7286,0.7792,4.2299,0.4414,-1.1857,-1.3155,0.1982,-0.9119,-1.0225,0.8392,-1.7286,0.8392,-1.1005,-0.7496,-0.4148,-0.1891,0.4255,-0.3506,effective_radius_m,-1.7286,92
417.2875,418.5197,420.4315,1.2322,3.1440,6.5000,5.0990,13.0000,0.0948,1.6262,54.5179,-0.2361,-0.6432,25.0888,533,9t,,2.4514,1.2376,4.2282,0.5773,2.4305,2.1627,3.3346,1.4188,2.1370,0.1387,-1.7286,0.1387,1.1852,1.9205,1.0120,-0.6481,-0.8345,2.4514,slope_inner_deg,2.4514,93
477.5408,478.2688,478.5847,0.7280,1.0439,3.5000,5.0990,7.0000,0.1040,0.1752,9.3393,-0.3577,-0.6157,14.3629,391,9t,,1.9627,1.1868,4.2039,0.5087,-3.0445,2.8230,1.2633,0.0121,-0.8251,-1.9627,-1.7286,-1.9627,1.4936,-1.0830,-1.0580,-1.4694,-0.7603,0.7000,rim_radius_m,-1.9627,94
571.1780,571.3965,572.4240,0.2185,1.2460,7.5000,5.3852,15.0000,0.0146,1.5582,12.8711,0.2402,0.6943,26.7729,668,mk5,,2.7694,1.5286,4.1954,0.5364,0.2105,-4.3583,3.5075,-1.4095,-0.5399,0.8392,-0.9504,0.8392,-1.4982,1.7798,-0.8962,2.5669,2.7694,2.7264,lrm11_depth_m,2.7694,95
505.0775,505.2026,505.4617,0.1251,0.3842,3.0000,5.0990,6.0000,0.0209,0.0648,1.1792,-0.0740,-0.0186,3.6725,645,mk5,,2.3129,1.4683,4.1860,0.5508,-4.8726,-0.8637,0.1507,-1.6700,-1.7554,-2.3129,-1.7286,-2.3129,-1.2879,-1.3115,-1.4319,0.4460,0.8484,-1.0457,rim_radius_m,-2.3129,96
414.8270,415.2378,415.3987,0.4108,0.5717,3.0000,5.0990,6.0000,0.0685,0.0864,3.8717,-0.2166,-0.3073,8.3766,454,9t,,2.3129,1.1330,4.1810,0.5187,-4.2321,1.1019,0.6397,-0.8729,-1.4910,-2.3129,-1.7286,-2.3129,0.3048,-1.2669,-1.3085,-0.5164,0.0706,-0.2776,rim_radius_m,-2.3129,97
425.6562,427.4990,429.5470,1.8428,3.8908,7.5000,6.0000,15.0000,0.1229,1.5685,108.5501,-0.2670,-0.7593,16.5259,369,9t,,3.4877,1.7439,4.1771,0.5690,5.6353,3.3587,0.7969,3.1224,3.1903,0.8392,0.7219,0.8392,2.1241,1.8011,3.4877,-0.8572,-1.1473,1.0532,volume_approx_m3,3.4877,98
561.5676,561.6316,562.2794,0.0640,0.7118,7.5000,5.3852,15.0000,0.0043,1.2830,3.7678,0.2164,0.5877,20.4760,598,mk5,,2.4823,1.5196,4.1586,0.5447,-0.7789,-4.6124,2.4326,-1.8406,-1.2934,0.8392,-0.9504,0.8392,-1.8428,1.2100,-1.3133,2.4058,2.4823,1.6982,lrm11_depth_m,2.4823,99
456.7004,458.3499,458.9811,1.6495,2.2807,6.0000,5.9155,12.0000,0.1375,0.2401,62.1849,-0.2974,-1.1344,12.0543,259,9t,,2.6127,1.1714,4.1378,0.5560,1.7011,4.2914,-0.6872,2.5831,0.9193,-0.2115,0.4920,-0.2115,2.6127,-0.9487,1.3633,-1.0623,-2.1581,0.3230,aspect_ratio,2.6127,100
419.3755,419.8592,420.5102,0.4837,1.1346,7.5000,5.3852,15.0000,0.0322,1.5077,28.4907,0.0576,0.4311,22.4544,336,9t,,2.0603,1.1067,4.1341,0.4814,0.5770,-2.8459,2.7550,-0.6696,-0.6971,0.8392,-0.9504,0.8392,-0.9068,1.6752,-0.1805,1.3338,2.0603,2.0212,lrm11_depth_m,2.0603,101
460.5630,462.1614,462.8564,1.5984,2.2934,7.0000,5.8310,14.0000,0.1142,0.6168,82.0176,-0.4606,-1.2098,18.3813,21,9t,,2.4405,1.3430,4.1323,0.5673,2.7721,4.2255,0.1710,2.4405,0.9372,0.4889,0.2621,0.4889,1.8336,-0.1690,2.2720,-2.1636,-2.3613,1.3561,depth_from_rim_mean_m,2.4405,102
487.5980,487.9187,488.8889,0.3206,1.2909,7.5000,5.6569,15.0000,0.0214,1.1567,18.8877,0.2611,0.4708,22.6324,648,mk5,,2.7080,1.2051,4.1303,0.4835,0.3255,-3.8462,2.2076,-1.1245,-0.4767,0.8392,-0.2114,0.8392,-1.2704,0.9487,-0.6205,2.7080,2.1672,2.0503,lrm5_depth_m,2.7080,103
521.8730,522.4401,523.2059,0.5670,1.3329,7.5000,5.0990,15.0000,0.0378,0.6935,33.4000,-0.1224,-0.2615,5.6271,589,mk5,,1.7286,0.5524,4.0990,0.4273,-0.2965,-0.9917,0.1864,-0.4371,-0.4174,0.8392,-1.7286,0.8392,-0.7210,-0.0102,0.0444,0.1188,0.1941,-0.7265,effective_radius_m,-1.7286,104
431.2941,431.4335,431.6670,0.1394,0.3729,3.0000,5.0990,6.0000,0.0232,0.0967,1.3136,-0.0954,-0.0161,4.2790,441,9t,,2.3129,1.4308,4.0889,0.5410,-4.8291,-0.7540,0.2476,-1.6302,-1.7714,-2.3129,-1.7286,-2.3129,-1.2084,-1.2455,-1.4257,0.3016,0.8552,-0.9467,rim_radius_m,-2.3129,105
494.8556,495.8027,498.1000,0.9471,3.2444,7.0000,5.8310,14.0000,0.0677,1.6093,48.6005,-0.2431,-0.6363,14.1059,726,mk5,,2.2786,0.8378,4.0641,0.4748,2.6615,0.9424,0.9247,0.6235,2.2786,0.4889,0.2621,0.4889,0.2776,1.8854,0.7409,-0.6955,-0.8160,0.6580,depth_from_rim_max_m,2.2786,106
411.6818,412.7817,414.5036,1.1000,2.8219,7.5000,6.7082,15.0000,0.0733,0.9822,64.7939,-0.0365,-0.2388,1.7459,480,9t,,2.6481,1.0829,4.0603,0.4915,3.2487,-0.2286,-2.1435,1.0499,1.6826,0.8392,2.6481,0.8392,0.4676,0.5874,1.4829,0.6991,0.2553,-1.3603,effective_radius_m,2.6481,107
490.5571,492.1259,492.5732,1.5688,2.0161,5.5000,6.0000,11.0000,0.1426,0.2418,49.6946,-0.3042,-1.1117,12.4666,472,9t,,2.7851,1.1696,4.0592,0.5472,1.0475,4.2959,-0.6720,2.3578,0.5462,-0.5618,0.7219,-0.5618,2.7851,-0.9452,0.7910,-1.1081,-2.0968,0.3903,aspect_ratio,2.7851,108
523.6339,523.8998,525.7284,0.2659,2.0945,7.5000,5.3852,15.0000,0.0177,1.3666,15.6646,-0.0903,-0.2011,4.1141,655,mk5,,1.3924,0.8884,4.0519,0.4365,0.1694,-2.1170,0.2681,-1.2771,0.6567,0.8392,-0.9504,0.8392,-1.3924,1.3832,-0.7682,0.3360,0.3567,-0.9736,aspect_ratio,-1.3924,109
480.0096,481.2212,481.8364,1.2116,1.8268,6.5000,5.8310,13.0000,0.0932,0.2889,53.6052,-0.4471,-0.9584,19.6906,137,9t,,2.0723,0.9506,4.0501,0.5000,1.0232,3.1407,0.2918,1.3613,0.2792,0.1387,0.2621,0.1387,1.1321,-0.8476,0.9702,-2.0723,-1.6839,1.5699,lrm5_depth_m,-2.0723,110
488.0843,489.1291,490.1830,1.0448,2.0988,7.5000,6.4031,15.0000,0.0697,1.3156,61.5456,-0.0499,0.1038,7.9319,711,mk5,,1.8183,0.9226,4.0344,0.4453,2.8044,-0.8668,-0.6398,0.8960,0.6628,0.8392,1.8183,0.8392,0.3446,1.2775,1.3340,0.6085,1.1783,-0.3502,effective_radius_m,1.8183,111
451.0537,451.3016,451.7659,0.2479,0.7122,3.0000,5.0000,6.0000,0.0413,0.1932,2.3363,-0.1937,-0.0417,7.8472,346,9t,,2.3129,1.2532,4.0191,0.5207,-4.4284,0.0859,0.9380,-1.3275,-1.2929,-2.3129,-1.9979,-2.3129,-0.6034,-1.0457,-1.3789,-0.3624,0.7862,-0.3640,rim_radius_m,-2.3129,112
453.0703,453.9199,455.0187,0.8496,1.9484,4.0000,5.0990,8.0000,0.1062,0.4155,14.2353,-0.4304,-0.6873,18.0032,382,9t,,1.9597,1.1772,4.0048,0.5182,-1.8176,3.2899,1.8787,0.3514,0.4507,-1.6124,-1.7286,-1.6124,1.5671,-0.5855,-0.8337,-1.9597,-0.9535,1.2944,lrm5_depth_m,-1.9597,113
497.5155,498.0514,499.8715,0.5359,2.3560,7.5000,5.6569,15.0000,0.0357,1.5006,31.5647,0.1204,0.3522,24.0708,790,mk5,,2.2852,1.0746,4.0037,0.4761,1.6727,-2.6281,2.6922,-0.5240,1.0255,0.8392,-0.2114,0.8392,-0.7905,1.6605,-0.0397,1.7578,1.8477,2.2852,slope_inner_deg,2.2852,114
632.2104,632.3272,632.6398,0.1168,0.4294,3.5000,5.0990,7.0000,0.0167,0.1407,1.4986,-0.0507,0.0154,2.8280,777,mk5,,1.9627,1.4331,3.9858,0.5450,-4.5408,-1.2487,0.0634,-1.6932,-1.6916,-1.9627,-1.7286,-1.9627,-1.4272,-1.1544,-1.4173,0.6029,0.9403,-1.1836,rim_radius_m,-1.9627,115
473.8301,474.7964,475.4543,0.9663,1.6242,7.5000,6.7082,15.0000,0.0644,0.2111,56.9203,-0.0585,-0.3258,1.6092,581,mk5,,2.6481,0.8422,3.9766,0.4821,1.6541,-0.3357,-2.9433,0.6770,-0.0066,0.8392,2.6481,0.8392,0.1695,-1.0088,1.1221,0.5504,0.0208,-1.3826,effective_radius_m,2.6481,116
584.5210,584.6858,584.8758,0.1648,0.3548,3.0000,5.0990,6.0000,0.0275,0.0847,1.5532,-0.0747,-0.0475,3.7543,694,mk5,,2.3129,1.4278,3.9568,0.5387,-4.8059,-0.6865,0.1627,-1.5593,-1.7969,-2.3129,-1.7286,-2.3129,-1.0667,-1.2703,-1.4148,0.4410,0.7705,-1.0323,rim_radius_m,-2.3129,117
624.2924,624.9460,626.7888,0.6536,2.4964,7.5000,5.8310,15.0000,0.0436,1.5441,38.4981,0.1428,0.3810,21.9349,779,mk5,,1.9364,1.0625,3.9413,0.4710,2.1672,-2.4963,2.2558,-0.1956,1.2236,0.8392,0.2621,0.8392,-0.5280,1.7505,0.2780,1.9094,1.9254,1.9364,slope_inner_deg,1.9364,118
437.3894,438.3536,438.6122,0.9642,1.2228,4.0000,5.0990,8.0000,0.1205,0.1270,16.1554,-0.3536,-0.7484,14.8026,293,9t,,2.0462,1.2275,3.9389,0.5068,-2.2883,3.4251,1.1663,0.6711,-0.5727,-1.6124,-1.7286,-1.6124,2.0462,-1.1827,-0.7457,-1.4414,-1.1180,0.7718,aspect_ratio,2.0462,119
606.7780,607.1789,607.4252,0.4009,0.6472,3.0000,5.0495,6.0000,0.0668,0.1518,3.7782,-0.2320,-0.2449,9.3417,597,mk5,,2.3129,1.1316,3.9357,0.5158,-4.1850,1.0470,0.9173,-0.9006,-1.3845,-2.3129,-1.8633,-2.3129,0.2495,-1.1314,-1.3128,-0.6207,0.2387,-0.1200,rim_radius_m,-2.3129,120
481.1041,482.4319,482.7073,1.3278,1.6031,5.5000,5.8310,11.0000,0.1207,0.1275,42.0613,-0.4538,-1.0811,18.4457,145,9t,,2.1177,1.1165,3.9271,0.5354,0.1845,4.1377,0.1269,1.6855,-0.0362,-0.5618,0.2621,-0.5618,2.0523,-1.1817,0.4413,-2.1177,-2.0143,1.3667,lrm5_depth_m,-2.1177,121
610.5848,610.7415,612.1104,0.1567,1.5256,7.5000,5.9155,15.0000,0.0104,1.5661,9.2326,0.2911,0.7064,18.2810,600,mk5,,2.9101,1.4041,3.9254,0.5437,0.5291,-4.8716,1.8194,-1.5818,-0.1457,0.8392,0.4920,0.8392,-1.6359,1.7960,-1.0629,2.9101,2.8022,1.3398,lrm5_depth_m,2.9101,122
449.9693,450.6590,450.9864,0.6897,1.0171,3.5000,5.3852,7.0000,0.0985,0.2350,8.8479,-0.3345,-0.5307,14.3957,349,9t,,1.9627,1.0666,3.9228,0.4859,-2.8465,2.4123,0.9452,-0.0947,-0.8628,-1.9627,-0.9504,-1.9627,1.3105,-0.9593,-1.0805,-1.3124,-0.5314,0.7053,rim_radius_m,-1.9627,123
467.8720,468.2307,468.9559,0.3587,1.0839,7.5000,5.0990,15.0000,0.0239,0.6076,21.1294,-0.1391,-0.2798,5.1955,590,mk5,,1.7286,0.7303,3.9170,0.4417,-0.9997,-1.4629,0.0406,-1.0183,-0.7686,0.8392,-1.7286,0.8392,-1.1855,-0.1880,-0.5178,0.0064,0.1446,-0.7970,effective_radius_m,-1.7286,124
546.2974,547.4410,548.6471,1.1436,2.3497,7.5000,5.8310,15.0000,0.0762,1.3886,67.3645,0.0162,-0.0184,28.4002,808,mkf,,2.9922,1.1471,3.9127,0.4937,3.1594,-0.2600,2.5905,1.1717,1.0167,0.8392,0.2621,0.8392,0.5649,1.4286,1.6006,1.0545,0.8490,2.9922,slope_inner_deg,2.9922,125
